ANMOIS,DEP,ARR,PC15_D,PC15_A,RETARD_D,RETARD_A,annee,mois
201401,HAAB,LFPG,,0.318,,9.9,2014,01
201401,DTMB,LFLL,,0.353,,11.5,2014,01
201401,DTMB,LFMN,,0.400,,22.9,2014,01
201401,DTMB,LFPO,,0.500,,26.8,2014,01
201401,DTTJ,LFPG,,0.667,,33.8,2014,01
201401,DTTJ,LFRS,,0.333,,46.3,2014,01
201401,DTTJ,LFPO,,0.583,,56.3,2014,01
201401,GCFV,LFSB,,0.000,,2.4,2014,01
201401,BIKF,LFPG,,0.150,,7.1,2014,01
201401,LIMF,LFPG,,0.136,,8.3,2014,01
201401,EGAA,LFPG,,0.050,,3.7,2014,01
201401,DAON,LFML,,0.231,,7.4,2014,01
201401,DAON,LFPO,,0.400,,23.7,2014,01
201401,EGFF,LFPG,,0.053,,3.5,2014,01
201401,LEVX,LFPG,,0.119,,6.7,2014,01
201401,EGPF,LFPG,,0.000,,1.1,2014,01
201401,GCLP,LFSB,,0.214,,5.0,2014,01
201401,BKPR,LFSB,,0.158,,31.4,2014,01
201401,LCLK,LFPG,,0.231,,11.9,2014,01
201401,LLBG,LFSB,,0.056,,4.4,2014,01
201401,LLBG,LFML,,0.313,,12.8,2014,01
201401,LLBG,LFPG,,0.285,,13.5,2014,01
201401,EGNT,LFPG,,0.037,,2.3,2014,01
201401,LFLW,LFPO,0.185,0.104,18.6,3.9,2014,01
201401,EGLL,LFSB,,0.115,,7.1,2014,01
201401,EGLL,LFLL,,0.188,,11.6,2014,01
201401,EGLL,LFML,,0.087,,6.9,2014,01
201401,EGLL,LFPG,,0.124,,6.5,2014,01
201401,EGLL,LFBO,,0.225,,9.8,2014,01
201401,EGLL,LFMN,,0.220,,9.8,2014,01
201401,EGLL,LFPO,,0.147,,7.5,2014,01
201401,LFRO,LFPO,0.039,0.039,2.7,1.2,2014,01
201401,EPWA,LFPG,,0.232,,10.3,2014,01
201401,LEBB,LFPG,,0.056,,3.3,2014,01
201401,LEBB,LFPO,,0.273,,9.0,2014,01
201401,LDZA,LFPG,,0.148,,6.5,2014,01
201401,LIMJ,LFPG,,0.136,,5.9,2014,01
201401,LRCL,LFOB,,0.250,,9.8,2014,01
201401,FCBB,LFPG,,0.103,,4.8,2014,01
201401,FZAA,LFPG,,0.188,,7.9,2014,01
201401,FIMP,LFPG,,0.215,,15.4,2014,01
201401,FIMP,LFPO,,0.154,,8.6,2014,01
201401,TFFF,LFPG,,0.214,,9.4,2014,01
201401,TFFF,LFPO,,0.297,,14.3,2014,01
201401,MDPC,LFPG,,0.212,,14.2,2014,01
201401,TFFR,LFPG,0.235,0.235,8.0,9.1,2014,01
201401,TFFR,LFPO,0.242,0.405,11.5,16.8,2014,01
201401,ZBAA,LFPG,,0.083,,4.3,2014,01
201401,DABC,LFSB,,0.278,,9.6,2014,01
201401,DABC,LFLL,,0.273,,20.2,2014,01
201401,DABC,LFML,,0.233,,8.7,2014,01
201401,DABC,LFPO,,0.320,,14.4,2014,01
201401,LBSF,LFPG,,0.533,,26.3,2014,01
201401,LBSF,LFOB,,0.091,,3.0,2014,01
201401,VHHH,LFPG,,0.267,,9.2,2014,01
201401,SBGL,LFPG,,0.186,,6.9,2014,01
201401,RJTT,LFPG,,0.000,,0.8,2014,01
201401,OLBA,LFPG,,0.151,,6.3,2014,01
201401,LROP,LFPG,,0.204,,11.4,2014,01
201401,LROP,LFMN,,0.167,,8.8,2014,01
201401,LROP,LFOB,,0.563,,22.9,2014,01
201401,OTBD,LFPG,,0.505,,19.6,2014,01
201401,KSFO,LFPG,,0.179,,12.6,2014,01
201401,KMIA,LFPG,,0.088,,7.2,2014,01
201401,VOBL,LFPG,,0.200,,11.0,2014,01
201401,KBOS,LFPG,,0.200,,10.0,2014,01
201401,FAOR,LFPG,,0.036,,3.1,2014,01
201401,DNMM,LFPG,,0.065,,2.2,2014,01
201401,TNCM,LFPG,,0.172,,24.4,2014,01
201401,KEWR,LFPG,,0.232,,12.5,2014,01
201401,KEWR,LFPO,,0.125,,4.4,2014,01
201401,DXXX,LFPG,,0.063,,4.3,2014,01
201401,GOOY,LFPG,,0.588,,36.1,2014,01
201401,GOOY,LFPO,,0.500,,23.7,2014,01
201401,FKYS,LFPG,,0.444,,23.6,2014,01
201401,DBBB,LFPG,,0.053,,3.8,2014,01
201401,OMAA,LFPG,,0.548,,28.5,2014,01
201401,DIAP,LFPG,,0.098,,3.3,2014,01
201401,DIAP,LFPO,,0.308,,10.8,2014,01
201401,OMDB,LFLL,,0.000,,0.2,2014,01
201401,OMDB,LFPG,,0.387,,17.1,2014,01
201401,OMDB,LFMN,,0.065,,3.7,2014,01
201401,DRRN,LFPG,,0.045,,2.6,2014,01
201401,FCPP,LFPG,,0.107,,3.8,2014,01
201401,FTTJ,LFPG,,0.071,,2.6,2014,01
201401,UKBB,LFPG,,0.281,,13.4,2014,01
201401,FMEE,LFML,0.333,0.182,59.6,39.3,2014,01
201401,FMEE,LFPG,0.396,0.333,18.6,15.8,2014,01
201401,FMEE,LFPO,0.141,0.171,11.1,10.9,2014,01
201401,FMMI,LFPG,,0.190,,6.8,2014,01
201401,FOOL,LFPG,,0.033,,2.5,2014,01
201401,KATL,LFPG,,0.079,,17.9,2014,01
201401,DTTX,LFPG,,0.714,,28.9,2014,01
201401,DAAS,LFLL,,0.267,,12.3,2014,01
201401,DAAS,LFPO,,0.276,,10.7,2014,01
201401,OBBI,LFPG,,0.387,,13.5,2014,01
201401,KCVG,LFPG,,0.143,,7.1,2014,01
201401,SOCA,LFPO,,0.146,,6.3,2014,01
201401,KIAH,LFPG,,0.185,,6.2,2014,01
201401,RKSI,LFPG,,0.253,,9.7,2014,01
201401,ZSPD,LFPG,,0.409,,18.2,2014,01
201401,SBGR,LFPG,,0.689,,42.0,2014,01
201401,KLAX,LFPG,,0.105,,4.8,2014,01
201401,RJAA,LFPG,,0.026,,1.7,2014,01
201401,KJFK,LFPG,,0.277,,23.0,2014,01
201401,KJFK,LFPO,,0.348,,25.1,2014,01
201401,RJBB,LFPG,,0.038,,2.0,2014,01
201401,MUHA,LFPG,,0.302,,15.8,2014,01
201401,MDSD,LFPG,,0.308,,13.5,2014,01
201401,OJAI,LFPG,,0.133,,7.4,2014,01
201401,FACT,LFPG,,0.063,,2.8,2014,01
201401,MMMX,LFPG,,0.197,,14.2,2014,01
201401,GUCY,LFPG,,0.083,,1.9,2014,01
201401,KSEA,LFPG,,0.167,,10.7,2014,01
201401,SPJC,LFPG,,0.462,,17.0,2014,01
201401,HKJK,LFPG,,0.381,,14.6,2014,01
201401,KORD,LFPG,,0.315,,23.3,2014,01
201401,SVMI,LFPG,,0.645,,40.6,2014,01
201401,VIDP,LFPG,,0.452,,28.2,2014,01
201401,VABB,LFPG,,0.233,,8.1,2014,01
201401,GQNO,LFPG,,0.316,,24.9,2014,01
201401,SKBO,LFPG,,0.379,,11.7,2014,01
201401,KDTW,LFPG,,0.244,,17.6,2014,01
201401,KMSP,LFPG,,0.138,,3.6,2014,01
201401,CYYZ,LFPG,,0.423,,30.3,2014,01
201401,WSSS,LFPG,,0.164,,12.7,2014,01
201401,LQTZ,LFSB,,0.100,,2.6,2014,01
201401,KPHL,LFPG,,0.300,,22.3,2014,01
201401,OOMS,LFPG,,0.111,,4.4,2014,01
201401,KDFW,LFPG,,0.077,,9.8,2014,01
201401,WMKK,LFPG,,0.386,,38.9,2014,01
201401,SCEL,LFPG,,0.167,,4.7,2014,01
201401,MMUN,LFPG,,0.147,,5.0,2014,01
201401,VTBS,LFPG,,0.474,,20.4,2014,01
201401,ZGGG,LFPG,,0.106,,8.7,2014,01
201401,MPTO,LFPG,,0.154,,9.9,2014,01
201401,SAEZ,LFPG,,0.161,,5.9,2014,01
201401,VVTS,LFPG,,0.417,,17.5,2014,01
201401,VVNB,LFPG,,0.593,,44.8,2014,01
201401,KSLC,LFPG,,0.263,,9.4,2014,01
201401,RCTP,LFPG,,0.111,,3.8,2014,01
201401,VCBI,LFPG,,0.500,,73.6,2014,01
201406,LSGG,LFML,,0.150,,11.2,2014,06
201406,LSGG,LFPG,,0.239,,13.3,2014,06
201406,LSGG,LFBO,,0.184,,19.1,2014,06
201406,LSGG,LFBD,,0.282,,19.9,2014,06
201406,LSGG,LFKJ,,0.267,,11.6,2014,06
201406,LSGG,LFMN,,0.178,,8.4,2014,06
201406,LSGG,LFRS,,0.196,,9.8,2014,06
201406,LSGG,LFPO,,0.244,,16.1,2014,06
201406,LSGG,LFKB,,0.000,,0.9,2014,06
201406,LSGG,LFBZ,,0.308,,16.1,2014,06
201406,LFSB,LFLL,0.029,0.000,2.5,1.3,2014,06
201406,LFSB,LFPG,0.239,0.205,13.5,10.7,2014,06
201406,LFSB,LFBO,0.143,0.100,18.2,13.5,2014,06
201406,LFSB,EIDW,0.333,,13.6,,2014,06
201406,LFSB,LFBD,0.103,0.077,8.6,5.9,2014,06
201406,LFSB,LIEE,0.200,,5.1,,2014,06
201406,LFSB,EBBR,0.229,,12.0,,2014,06
201406,LFSB,LFMT,0.167,0.000,5.8,1.8,2014,06
201406,LFSB,LFKJ,0.000,0.143,1.5,16.0,2014,06
201406,LFSB,LFMN,0.240,0.140,14.7,12.4,2014,06
201406,LFSB,LICC,0.136,,8.3,,2014,06
201406,LFSB,LKPR,0.000,,0.9,,2014,06
201406,LFSB,LIEO,0.048,,5.2,,2014,06
201406,LFSB,LEMD,0.167,,10.8,,2014,06
201406,LFSB,LEIB,0.167,,6.9,,2014,06
201406,LFSB,EGSS,0.467,,19.2,,2014,06
201406,LFSB,LFRS,0.227,0.136,19.8,18.0,2014,06
201406,LFSB,LFPO,0.352,0.328,20.2,18.6,2014,06
201406,LFSB,LEBL,0.080,,4.2,,2014,06
201406,LFSB,LTFJ,0.500,,19.8,,2014,06
201406,LFSB,LTBA,0.532,,21.9,,2014,06
201406,LFSB,LPPT,0.278,,11.0,,2014,06
201406,LFSB,LIPZ,0.080,,8.2,,2014,06
201406,LFSB,GMMX,0.294,,19.7,,2014,06
201406,LFSB,LEPA,0.177,,11.7,,2014,06
201406,LFSB,LEMG,0.056,,2.2,,2014,06
201406,LFSB,LPPR,0.122,,11.1,,2014,06
201406,LFSB,EGPH,0.567,,24.4,,2014,06
201406,LFSB,GMMN,0.700,,46.9,,2014,06
201406,LFSB,DABC,0.118,,7.6,,2014,06
201406,LFSB,EGCC,0.611,,41.1,,2014,06
201406,LFSB,EGLC,0.060,,3.6,,2014,06
201406,LFSB,LIRF,0.433,,23.4,,2014,06
201406,LFSB,LHBP,0.000,,2.5,,2014,06
201406,LFSB,EDDM,0.064,,3.5,,2014,06
201406,LFSB,LCLK,0.083,,26.1,,2014,06
201406,LFSB,LIRN,0.200,,8.1,,2014,06
201406,LFSB,EDDH,0.104,,5.4,,2014,06
201406,LFSB,EDDF,0.062,,2.9,,2014,06
201406,LFSB,EDDC,0.273,,28.5,,2014,06
201406,LFSB,LOWW,0.042,,1.8,,2014,06
201406,LFSB,EKCH,0.077,,4.5,,2014,06
201406,LFSB,EDDL,0.143,,9.6,,2014,06
201406,LFSB,EDDB,0.125,,6.1,,2014,06
201406,LFSB,EGKK,0.256,,16.5,,2014,06
201406,LFSB,LEAL,0.040,,2.2,,2014,06
201406,LFSB,EPKK,0.000,,1.1,,2014,06
201406,LFSB,GCTS,0.176,,15.8,,2014,06
201406,LFSB,LDSP,0.133,,3.9,,2014,06
201406,LFSB,GCFV,0.154,,8.2,,2014,06
201406,LFSB,LGTS,0.071,,4.7,,2014,06
201406,LFSB,LTAI,0.127,,16.8,,2014,06
201406,LFSB,LGIR,0.097,,8.6,,2014,06
201406,LFSB,LGRP,0.167,,6.6,,2014,06
201406,LFSB,LGKO,0.000,,1.8,,2014,06
201406,LFSB,EHAM,0.073,,5.8,,2014,06
201406,LFSB,GCLP,0.048,,4.3,,2014,06
201406,LFSB,LEST,0.000,,1.5,,2014,06
201406,LFSB,BKPR,0.053,,7.5,,2014,06
201406,LFSB,LLBG,0.111,,4.1,,2014,06
201406,LFSB,LTBJ,0.091,,6.7,,2014,06
201406,LFSB,EGLL,0.165,,8.5,,2014,06
201406,LFSB,LWSK,0.273,,15.5,,2014,06
201406,LFML,LFRN,0.321,0.179,12.2,6.5,2014,06
201406,LFML,LSGG,0.150,,13.2,,2014,06
201406,LFML,LFLL,0.074,0.048,4.6,3.1,2014,06
201406,LFML,LFPG,0.168,0.144,11.2,9.9,2014,06
201406,LFML,LFBO,0.149,0.118,8.3,7.3,2014,06
201406,LFML,EIDW,0.524,,26.0,,2014,06
201406,LFML,LFBD,0.187,0.140,9.1,8.1,2014,06
201406,LFML,LEZL,0.000,,2.0,,2014,06
201406,LFML,EBBR,0.368,,15.2,,2014,06
201406,LFML,LFKF,0.101,0.172,6.4,9.7,2014,06
201406,LFML,LFKJ,0.228,0.304,16.1,19.3,2014,06
201406,LFML,LFKC,0.016,0.048,1.6,3.5,2014,06
201406,LFML,LICC,0.000,,1.5,,2014,06
201406,LFML,LKPR,0.250,,14.8,,2014,06
201406,LFML,LEMD,0.150,,13.7,,2014,06
201406,LFML,EGSS,0.553,,30.2,,2014,06
201406,LFML,LFRS,0.193,0.193,9.8,9.8,2014,06
201406,LFML,LFPO,0.248,0.222,13.0,12.1,2014,06
201406,LFML,LFKB,0.132,0.120,9.8,8.3,2014,06
201406,LFML,LEBL,0.344,,17.9,,2014,06
201406,LFML,LTFJ,0.571,,30.4,,2014,06
201406,LFML,LTBA,0.421,,24.9,,2014,06
201406,LFML,LPPT,0.482,,30.6,,2014,06
201406,LFML,LIPZ,0.316,,13.7,,2014,06
201406,LFML,LIRA,0.588,,27.0,,2014,06
201406,LFML,EBCI,0.162,,8.9,,2014,06
201406,LFML,GMMX,0.175,,15.4,,2014,06
201406,LFML,LFBZ,0.250,0.167,9.3,6.3,2014,06
201406,LFML,LEPA,0.214,,9.0,,2014,06
201406,LFML,LFST,0.153,0.139,7.8,6.9,2014,06
201406,LFML,GMFF,0.560,,23.9,,2014,06
201406,LFML,LICJ,0.154,,13.7,,2014,06
201406,LFML,LEMG,0.375,,28.4,,2014,06
201406,LFML,EHEH,0.118,,6.5,,2014,06
201406,LFML,LPPR,0.161,,8.8,,2014,06
201406,LFML,LFQQ,0.200,,9.8,,2014,06
201406,LFML,GMME,0.364,,15.0,,2014,06
201406,LFML,LFRB,0.171,,10.2,,2014,06
201406,LFML,GMMN,0.348,,22.9,,2014,06
201406,LFML,DABC,0.341,,27.1,,2014,06
201406,LFML,DAOO,0.255,,18.1,,2014,06
201406,LFML,DAAS,0.500,,38.6,,2014,06
201406,LFML,LGAV,0.412,,13.4,,2014,06
201406,LFML,DTTA,0.493,,29.5,,2014,06
201406,LFML,LIRF,0.136,,6.9,,2014,06
201406,LFML,EDDM,0.102,,6.3,,2014,06
201406,LFML,DAAG,0.321,,22.1,,2014,06
201406,LFML,UUEE,0.167,,9.2,,2014,06
201406,LFML,DABB,0.625,,52.5,,2014,06
201406,LFML,EDDF,0.259,,13.8,,2014,06
201406,LFML,LMML,0.167,,5.2,,2014,06
201406,LFML,EGKK,0.362,,21.0,,2014,06
201406,LFML,DTMB,0.286,,18.9,,2014,06
201406,LFML,DAAE,0.188,,16.3,,2014,06
201406,LFML,DTTJ,0.167,,19.4,,2014,06
201406,LFML,LIMC,0.040,,2.5,,2014,06
201406,LFML,LGIR,0.429,,34.1,,2014,06
201406,LFML,DAON,0.313,,53.6,,2014,06
201406,LFML,EHAM,0.146,,10.1,,2014,06
201406,LFML,LLBG,0.345,,12.9,,2014,06
201406,LFML,EGLL,0.322,,19.3,,2014,06
201406,LFML,CYUL,0.286,,22.6,,2014,06
201406,LFLL,LFRN,0.145,0.145,12.4,9.9,2014,06
201406,LFLL,LFSB,0.229,0.171,11.0,8.0,2014,06
201406,LFLL,LFML,0.188,0.127,13.8,10.9,2014,06
201406,LFLL,LFPG,0.182,0.146,9.6,8.6,2014,06
201406,LFLL,LFBO,0.110,0.114,6.2,5.3,2014,06
201406,LFLL,EIDW,0.385,,21.5,,2014,06
201406,LFLL,LFBD,0.148,0.118,9.1,7.9,2014,06
201406,LFLL,LEZL,0.091,,2.8,,2014,06
201406,LFLL,EBBR,0.274,,13.9,,2014,06
201406,LFLL,LFMT,0.152,0.087,7.1,5.7,2014,06
201406,LFLL,LFRH,0.164,,19.0,,2014,06
201406,LFLL,LFKJ,0.040,0.154,10.2,18.5,2014,06
201406,LFLL,LFMN,0.242,0.242,15.7,14.6,2014,06
201406,LFLL,LFLC,0.150,0.105,5.7,4.6,2014,06
201406,LFLL,LSZH,0.327,,16.0,,2014,06
201406,LFLL,LKPR,0.059,,11.6,,2014,06
201406,LFLL,LEMD,0.107,,6.3,,2014,06
201406,LFLL,EGSS,0.241,,18.2,,2014,06
201406,LFLL,LFRS,0.133,0.108,8.2,6.6,2014,06
201406,LFLL,LFPO,0.175,0.188,10.5,11.3,2014,06
201406,LFLL,LFKB,0.087,0.130,6.2,9.3,2014,06
201406,LFLL,LEBL,0.200,,14.3,,2014,06
201406,LFLL,LTBA,0.400,,18.8,,2014,06
201406,LFLL,LPPT,0.404,,33.5,,2014,06
201406,LFLL,LIPZ,0.118,,11.6,,2014,06
201406,LFLL,LIPE,0.194,,8.1,,2014,06
201406,LFLL,LFBL,0.122,0.143,7.4,6.4,2014,06
201406,LFLL,GMMX,0.159,,36.2,,2014,06
201406,LFLL,LFBZ,0.118,0.079,7.2,4.7,2014,06
201406,LFLL,LFBI,0.200,0.156,7.4,6.1,2014,06
201406,LFLL,LEPA,0.273,,8.9,,2014,06
201406,LFLL,LFST,0.109,0.063,7.7,5.1,2014,06
201406,LFLL,LEMG,0.200,,18.3,,2014,06
201406,LFLL,LPPR,0.200,,20.8,,2014,06
201406,LFLL,LFQQ,0.088,,4.4,,2014,06
201406,LFLL,LFRB,0.196,,10.5,,2014,06
201406,LFLL,GMAD,0.071,,4.4,,2014,06
201406,LFLL,LFJL,0.167,0.000,9.4,0.1,2014,06
201406,LFLL,GMMN,0.388,,24.2,,2014,06
201406,LFLL,DABC,0.250,,18.2,,2014,06
201406,LFLL,DAOO,0.282,,15.8,,2014,06
201406,LFLL,DAAS,0.425,,28.1,,2014,06
201406,LFLL,LGAV,0.250,,13.7,,2014,06
201406,LFLL,DTTA,0.667,,64.0,,2014,06
201406,LFLL,LIRF,0.185,,17.9,,2014,06
201406,LFLL,EGBB,0.615,,36.1,,2014,06
201406,LFLL,LFBP,0.118,0.191,6.9,9.8,2014,06
201406,LFLL,EDDM,0.155,,10.6,,2014,06
201406,LFLL,DAAG,0.275,,23.5,,2014,06
201406,LFLL,LFRK,0.229,0.171,13.8,10.7,2014,06
201406,LFLL,EDDF,0.231,,14.5,,2014,06
201406,LFLL,LOWW,0.216,,9.4,,2014,06
201406,LFLL,EDDL,0.262,,14.3,,2014,06
201406,LFLL,EDDB,0.368,,12.7,,2014,06
201406,LFLL,EGKK,0.145,,11.7,,2014,06
201406,LFLL,DTMB,0.423,,37.8,,2014,06
201406,LFLL,DTTJ,0.609,,43.2,,2014,06
201406,LFLL,LIMC,0.159,,6.7,,2014,06
201406,LFLL,LGIR,0.259,,13.8,,2014,06
201406,LFLL,EHAM,0.167,,12.5,,2014,06
201406,LFLL,EGLL,0.174,,11.5,,2014,06
201406,LFLL,CYUL,0.533,,52.1,,2014,06
201406,LFLL,OMDB,0.048,,12.6,,2014,06
201406,LHBP,LFSB,,0.045,,6.7,2014,06
201406,LHBP,LFPG,,0.250,,12.6,2014,06
201406,LHBP,LFPO,,0.231,,44.0,2014,06
201406,LHBP,LFOB,,0.000,,2.4,2014,06
201406,LEVC,LFPG,,0.080,,4.0,2014,06
201406,LEVC,LFRS,,0.400,,25.1,2014,06
201406,LEVC,LFPO,,0.163,,10.5,2014,06
201406,LEVC,LFOB,,0.067,,2.7,2014,06
201406,LFPG,LFRN,0.227,0.318,13.0,15.3,2014,06
201406,LFPG,LFSB,0.364,0.316,19.5,15.7,2014,06
201406,LFPG,LSGG,0.337,,16.0,,2014,06
201406,LFPG,LEVC,0.227,,10.2,,2014,06
201406,LFPG,LFLL,0.271,0.260,14.5,12.3,2014,06
201406,LFPG,LFML,0.304,0.228,18.7,13.6,2014,06
201406,LFPG,LFBO,0.170,0.147,10.7,8.9,2014,06
201406,LFPG,EIDW,0.289,,14.0,,2014,06
201406,LFPG,LFBD,0.460,0.387,20.9,18.4,2014,06
201406,LFPG,EBBR,0.384,,23.4,,2014,06
201406,LFPG,LFMT,0.233,0.267,13.0,12.6,2014,06
201406,LFPG,LIML,0.190,,9.8,,2014,06
201406,LFPG,LFKF,0.348,0.304,18.7,19.2,2014,06
201406,LFPG,LFKJ,0.237,0.184,16.0,13.3,2014,06
201406,LFPG,ELLX,0.056,,4.0,,2014,06
201406,LFPG,LFMN,0.468,0.409,22.5,21.5,2014,06
201406,LFPG,LFLC,0.043,0.044,2.9,2.8,2014,06
201406,LFPG,LSZH,0.299,,12.0,,2014,06
201406,LFPG,LICC,0.149,,7.9,,2014,06
201406,LFPG,LKPR,0.276,,13.1,,2014,06
201406,LFPG,LIEO,0.190,,11.0,,2014,06
201406,LFPG,LEMD,0.353,,16.9,,2014,06
201406,LFPG,LFRS,0.298,0.300,15.3,14.7,2014,06
201406,LFPG,LFKB,0.316,0.111,27.3,7.5,2014,06
201406,LFPG,LEBL,0.368,,17.3,,2014,06
201406,LFPG,LTFJ,0.567,,28.0,,2014,06
201406,LFPG,LTBA,0.516,,20.9,,2014,06
201406,LFPG,LPPT,0.285,,14.3,,2014,06
201406,LFPG,LIPZ,0.275,,14.7,,2014,06
201406,LFPG,EGGW,0.321,,18.5,,2014,06
201406,LFPG,EGNT,0.214,,10.5,,2014,06
201406,LFPG,EGGP,0.100,,8.3,,2014,06
201406,LFPG,GMFO,0.308,,26.7,,2014,06
201406,LFPG,LIPE,0.174,,9.1,,2014,06
201406,LFPG,GMMX,0.359,,15.9,,2014,06
201406,LFPG,LFBZ,0.167,0.148,11.1,9.0,2014,06
201406,LFPG,LICJ,0.429,,19.9,,2014,06
201406,LFPG,LEMG,0.133,,10.1,,2014,06
201406,LFPG,EDDW,0.240,,9.1,,2014,06
201406,LFPG,LIBD,0.000,,2.2,,2014,06
201406,LFPG,LPPR,0.179,,13.4,,2014,06
201406,LFPG,GMME,0.367,,17.4,,2014,06
201406,LFPG,EGGD,0.333,,11.0,,2014,06
201406,LFPG,EGPH,0.114,,6.8,,2014,06
201406,LFPG,LFRB,0.189,,9.7,,2014,06
201406,LFPG,GMAD,0.400,,12.4,,2014,06
201406,LFPG,GMMN,0.468,,20.4,,2014,06
201406,LFPG,LBSF,0.517,,19.3,,2014,06
201406,LFPG,DABC,0.500,,76.3,,2014,06
201406,LFPG,OOMS,0.278,,7.6,,2014,06
201406,LFPG,DAOO,0.444,,45.2,,2014,06
201406,LFPG,EGCC,0.192,,10.5,,2014,06
201406,LFPG,LYBE,0.783,,37.7,,2014,06
201406,LFPG,EPWA,0.249,,13.4,,2014,06
201406,LFPG,LIPX,0.184,,8.6,,2014,06
201406,LFPG,OERK,0.526,,25.2,,2014,06
201406,LFPG,OTBD,0.311,,18.2,,2014,06
201406,LFPG,HECA,0.865,,45.1,,2014,06
201406,LFPG,LGAV,0.364,,16.2,,2014,06
201406,LFPG,KEWR,0.270,,16.5,,2014,06
201406,LFPG,DTTA,0.458,,23.4,,2014,06
201406,LFPG,LIRF,0.290,,14.7,,2014,06
201406,LFPG,EGNM,0.542,,22.2,,2014,06
201406,LFPG,LDDU,0.118,,6.4,,2014,06
201406,LFPG,LHBP,0.175,,11.4,,2014,06
201406,LFPG,EGBB,0.178,,10.4,,2014,06
201406,LFPG,BIKF,0.274,,14.2,,2014,06
201406,LFPG,LIRQ,0.148,,11.2,,2014,06
201406,LFPG,LFBP,0.222,0.178,11.4,10.7,2014,06
201406,LFPG,KLAX,0.516,,20.5,,2014,06
201406,LFPG,LIMJ,0.101,,5.4,,2014,06
201406,LFPG,FCBB,0.568,,33.4,,2014,06
201406,LFPG,EDDM,0.186,,10.2,,2014,06
201406,LFPG,DAAG,0.370,,23.3,,2014,06
201406,LFPG,EDDT,0.380,,21.0,,2014,06
201406,LFPG,EDDV,0.216,,10.7,,2014,06
201406,LFPG,LCLK,0.222,,18.6,,2014,06
201406,LFPG,UUEE,0.296,,15.0,,2014,06
201406,LFPG,LIRN,0.100,,5.6,,2014,06
201406,LFPG,EDDH,0.296,,13.9,,2014,06
201406,LFPG,EDDF,0.228,,10.7,,2014,06
201406,LFPG,ENGM,0.316,,12.3,,2014,06
201406,LFPG,EDDS,0.133,,6.8,,2014,06
201406,LFPG,LMML,0.200,,8.6,,2014,06
201406,LFPG,LOWW,0.154,,8.0,,2014,06
201406,LFPG,EKBI,0.100,,3.8,,2014,06
201406,LFPG,EKCH,0.235,,13.1,,2014,06
201406,LFPG,EDDL,0.231,,10.5,,2014,06
201406,LFPG,DTTX,0.615,,52.9,,2014,06
201406,LFPG,EGKK,0.267,,25.2,,2014,06
201406,LFPG,EPKK,0.233,,13.9,,2014,06
201406,LFPG,EYVI,0.500,,34.2,,2014,06
201406,LFPG,EICK,0.400,,14.3,,2014,06
201406,LFPG,LDSP,0.385,,14.1,,2014,06
201406,LFPG,DTTJ,0.300,,16.7,,2014,06
201406,LFPG,EFHK,0.190,,9.5,,2014,06
201406,LFPG,EGPF,0.300,,17.0,,2014,06
201406,LFPG,EETN,0.182,,7.5,,2014,06
201406,LFPG,EVRA,0.333,,14.5,,2014,06
201406,LFPG,EDDN,0.204,,9.5,,2014,06
201406,LFPG,ESSA,0.335,,17.0,,2014,06
201406,LFPG,ESGG,0.107,,5.9,,2014,06
201406,LFPG,LIMC,0.365,,20.0,,2014,06
201406,LFPG,OLBA,0.425,,19.0,,2014,06
201406,LFPG,EGTE,0.120,,8.5,,2014,06
201406,LFPG,LGTS,0.400,,10.9,,2014,06
201406,LFPG,HAAB,0.577,,29.1,,2014,06
201406,LFPG,LGIR,0.690,,31.2,,2014,06
201406,LFPG,ULLI,0.367,,14.5,,2014,06
201406,LFPG,EGAA,0.308,,14.7,,2014,06
201406,LFPG,LIMF,0.165,,13.9,,2014,06
201406,LFPG,EHAM,0.251,,12.7,,2014,06
201406,LFPG,LEVX,0.300,,18.4,,2014,06
201406,LFPG,LEST,0.071,,7.3,,2014,06
201406,LFPG,LLBG,0.439,,27.1,,2014,06
201406,LFPG,EGPD,0.125,,7.5,,2014,06
201406,LFPG,ENZV,0.033,,2.7,,2014,06
201406,LFPG,LDZA,0.267,,14.2,,2014,06
201406,LFPG,EDDP,0.345,,21.3,,2014,06
201406,LFPG,EGLL,0.304,,15.6,,2014,06
201406,LFPG,LEBB,0.167,,8.8,,2014,06
201406,LFPG,HLLT,0.462,,24.9,,2014,06
201406,LFPG,UBBB,0.353,,15.4,,2014,06
201406,LFPG,FZAA,0.765,,37.1,,2014,06
201406,LFPG,CYUL,0.390,,18.7,,2014,06
201406,LFPG,MDPC,0.567,,31.1,,2014,06
201406,LFPG,DNAA,0.367,,18.9,,2014,06
201406,LFPG,RJTT,0.147,,8.1,,2014,06
201406,LFPG,SBGL,0.271,,18.0,,2014,06
201406,LFPG,LJLJ,0.267,,12.7,,2014,06
201406,LFPG,GOOY,0.806,,53.9,,2014,06
201406,LFPG,VTBS,0.395,,19.3,,2014,06
201406,LFPG,VHHH,0.247,,10.0,,2014,06
201406,LFPG,KMIA,0.324,,17.1,,2014,06
201406,LFPG,KSFO,0.438,,28.2,,2014,06
201406,LFPG,RJBB,0.367,,26.1,,2014,06
201406,LFPG,KIAD,0.506,,26.4,,2014,06
201406,LFPG,VIDP,0.203,,12.3,,2014,06
201406,LFPG,KBOS,0.380,,21.2,,2014,06
