ANMOIS,APT,FSC,ZON,CAT,MVT,PAX,PEQ,CO2,NOX,COVNM,TSP,annee,mois
201207,LFPG,LC,O,C,87,34122,43740,0.401,3.000,0.164,0.064,2012,07
201207,LFPG,CC,M,A,1084,47478,58949,0.550,1.522,0.421,0.087,2012,07
201207,LFPG,CC,M,B,4198,468753,562248,4.744,17.504,1.996,0.753,2012,07
201207,LFPG,CC,M,C,160,2002,26722,0.333,1.914,0.088,0.053,2012,07
201207,LFPO,LC,I,B,40,4318,4318,0.048,0.215,0.014,0.008,2012,07
201207,LFPO,LC,I,C,330,77718,84797,0.877,4.576,0.204,0.139,2012,07
201207,LFPO,MC,I,A,714,25741,25741,0.197,0.441,0.246,0.031,2012,07
201207,LFPO,MC,I,B,8940,1212032,1225017,9.779,42.375,2.558,1.552,2012,07
201207,LFPO,MC,I,C,393,78324,91801,1.114,5.966,1.139,0.177,2012,07
201207,LFPO,LC,O,C,821,326010,363946,3.473,22.416,0.926,0.551,2012,07
201207,LFPO,CC,M,A,2081,66534,66547,0.639,1.818,0.529,0.101,2012,07
201207,LFPO,CC,M,B,7981,983683,986401,7.926,34.212,2.031,1.258,2012,07
201207,LFRS,LC,I,C,18,4398,4398,0.035,0.169,0.026,0.006,2012,07
201207,LFRS,MC,I,A,707,30475,30544,0.264,0.805,0.146,0.042,2012,07
201207,LFRS,MC,I,B,1342,173240,173264,1.326,5.958,0.230,0.211,2012,07
201207,LFRS,MC,I,C,48,156,6304,0.090,0.475,0.022,0.014,2012,07
201207,LFRS,CC,M,A,221,7142,7142,0.050,0.086,0.091,0.008,2012,07
201207,LFRS,CC,M,B,277,31601,31651,0.235,1.066,0.052,0.037,2012,07
201207,LFRS,CC,M,A,689,23106,23113,0.253,0.817,0.119,0.040,2012,07
201207,LFRS,CC,M,B,1157,119673,119675,0.923,3.671,0.195,0.147,2012,07
201207,LFRS,CC,M,C,61,2329,2741,0.129,0.907,0.023,0.020,2012,07
201207,LFSB,LC,I,A,1,3,3,0.000,0.000,0.000,0.000,2012,07
201207,LFSB,LC,I,C,18,1904,7016,0.063,0.394,0.029,0.010,2012,07
201207,LFSB,MC,I,A,1781,66273,71063,0.360,0.986,0.376,0.057,2012,07
201207,LFSB,MC,I,B,3087,419285,423420,2.527,10.674,0.821,0.401,2012,07
201207,LFSB,MC,I,C,59,0,11500,0.114,0.626,0.021,0.018,2012,07
201207,LFSB,CC,M,A,204,11604,11628,0.102,0.327,0.011,0.016,2012,07
201207,LFSB,CC,M,B,239,15122,15130,0.152,0.516,0.027,0.024,2012,07
201207,LFSB,CC,M,C,70,0,8659,0.107,0.786,0.004,0.017,2012,07
201207,LFSB,CC,M,A,253,3600,3600,0.040,0.123,0.070,0.006,2012,07
201207,LFSB,CC,M,B,267,36786,36786,0.235,0.959,0.101,0.037,2012,07
201208,LFBD,LC,I,C,21,4944,5496,0.043,0.224,0.027,0.007,2012,08
201208,LFBD,MC,I,A,370,17294,17303,0.139,0.426,0.043,0.022,2012,08
201208,LFBD,MC,I,B,1490,192246,192369,1.318,5.596,0.320,0.209,2012,08
201208,LFBD,MC,I,C,74,1078,4273,0.127,0.632,0.056,0.020,2012,08
201208,LFBD,CC,M,B,837,100273,104919,0.885,4.576,0.202,0.141,2012,08
201208,LFBD,CC,M,A,595,22798,22799,0.255,0.847,0.059,0.040,2012,08
201208,LFBD,CC,M,B,751,84458,84493,0.641,2.617,0.209,0.102,2012,08
201208,LFBD,CC,M,C,41,2788,3525,0.121,0.940,0.027,0.019,2012,08
201208,LFBO,LC,I,C,19,4558,5013,0.063,0.342,0.019,0.010,2012,08
201208,LFBO,MC,I,A,909,43417,43532,0.315,0.985,0.077,0.050,2012,08
201208,LFBO,MC,I,B,2632,305094,309026,2.255,8.921,0.706,0.358,2012,08
201208,LFBO,MC,I,C,103,494,17241,0.226,1.103,0.167,0.036,2012,08
201208,LFBO,LC,O,C,1,0,190,0.004,0.007,0.001,0.001,2012,08
201208,LFBO,CC,M,A,35,0,637,0.007,0.019,0.012,0.001,2012,08
201208,LFBO,CC,M,B,1602,172517,180045,1.457,6.142,0.442,0.231,2012,08
201208,LFBO,CC,M,A,667,25303,25303,0.206,0.680,0.148,0.033,2012,08
201208,LFBO,CC,M,B,706,65462,66830,0.578,2.314,0.179,0.092,2012,08
201208,LFBO,CC,M,C,90,3837,11968,0.214,1.350,0.126,0.034,2012,08
201208,LFLL,LC,I,C,36,9579,9717,0.090,0.439,0.059,0.014,2012,08
201208,LFLL,MC,I,A,1412,64222,64347,0.466,1.516,0.182,0.074,2012,08
201208,LFLL,MC,I,B,3927,463598,466822,3.406,13.416,0.920,0.541,2012,08
201208,LFLL,MC,I,C,159,10127,25041,0.336,1.709,0.211,0.053,2012,08
201208,LFLL,LC,O,C,18,6292,6404,0.080,0.605,0.028,0.013,2012,08
201208,LFLL,CC,M,A,115,4387,4781,0.034,0.095,0.047,0.005,2012,08
201208,LFLL,CC,M,B,473,49499,52358,0.425,1.945,0.131,0.067,2012,08
201208,LFLL,CC,M,C,2,269,269,0.006,0.034,0.001,0.001,2012,08
201208,LFLL,CC,M,A,1643,58763,58783,0.670,2.172,0.379,0.106,2012,08
201208,LFLL,CC,M,B,1360,131324,131675,1.162,4.543,0.373,0.184,2012,08
201208,LFLL,CC,M,C,68,2854,4940,0.166,1.104,0.083,0.026,2012,08
201208,LFML,LC,I,A,1,3,3,0.000,0.000,0.000,0.000,2012,08
201208,LFML,LC,I,C,57,14315,15091,0.148,0.800,0.081,0.023,2012,08
201208,LFML,MC,I,A,998,44234,46534,0.305,0.921,0.233,0.048,2012,08
201208,LFML,MC,I,B,3488,432059,433728,3.542,14.237,0.978,0.562,2012,08
201208,LFML,MC,I,C,202,14486,26003,0.406,2.044,0.180,0.064,2012,08
201208,LFML,LC,O,C,36,13590,13955,0.150,1.215,0.053,0.024,2012,08
201208,LFML,CC,M,B,1211,118316,131290,1.222,4.956,0.453,0.194,2012,08
201208,LFML,CC,M,C,20,1341,2750,0.049,0.309,0.012,0.008,2012,08
201208,LFML,CC,M,A,1003,36223,37237,0.276,0.869,0.507,0.044,2012,08
201208,LFML,CC,M,B,1701,198229,206961,1.725,7.003,0.491,0.274,2012,08
201208,LFML,CC,M,C,111,6942,7232,0.273,1.901,0.119,0.043,2012,08
201208,LFMN,LC,I,A,53,185,185,0.025,0.081,0.006,0.004,2012,08
201208,LFMN,LC,I,B,10,73,73,0.009,0.034,0.002,0.001,2012,08
201208,LFMN,LC,I,C,154,33201,39429,0.388,2.014,0.140,0.062,2012,08
201208,LFMN,MC,I,A,5313,64421,64448,1.204,3.229,2.950,0.191,2012,08
201208,LFMN,MC,I,B,6092,735626,737064,5.232,20.598,1.516,0.830,2012,08
201208,LFMN,MC,I,C,145,13728,14789,0.319,1.848,0.164,0.051,2012,08
201208,LFMN,CC,M,A,35,0,848,0.009,0.031,0.017,0.001,2012,08
201208,LFMN,CC,M,B,1852,247127,250388,1.830,7.861,0.508,0.290,2012,08
201208,LFMN,CC,M,A,3636,69896,69917,0.624,1.752,1.757,0.099,2012,08
201208,LFMN,CC,M,B,891,108366,108622,0.793,3.166,0.277,0.126,2012,08
201208,LFMN,CC,M,C,25,0,1258,0.040,0.240,0.007,0.006,2012,08
201208,LFOB,MC,I,A,6,261,261,0.001,0.004,0.000,0.000,2012,08
201208,LFOB,MC,I,B,2451,393600,393601,2.743,11.640,0.430,0.435,2012,08
201208,LFOB,CC,M,A,1,0,0,0.000,0.000,0.000,0.000,2012,08
201208,LFOB,CC,M,A,1,0,0,0.001,0.003,0.000,0.000,2012,08
201208,LFOB,CC,M,B,98,15148,15148,0.115,0.488,0.019,0.018,2012,08
201208,LFPG,LC,I,B,209,20904,22104,0.269,1.038,0.087,0.043,2012,08
201208,LFPG,LC,I,C,8812,2123184,3218161,37.534,221.086,19.349,5.958,2012,08
201208,LFPG,MC,I,A,4795,241164,254098,2.103,6.146,0.971,0.334,2012,08
201208,LFPG,MC,I,B,22285,2782591,2850044,24.905,96.075,10.492,3.953,2012,08
201208,LFPG,MC,I,C,1982,214745,590331,6.141,32.238,2.580,0.975,2012,08
201208,LFPG,LC,O,C,87,32226,40151,0.391,2.915,0.153,0.062,2012,08
201208,LFPG,CC,M,A,1104,45368,55781,0.573,1.604,0.414,0.091,2012,08
201208,LFPG,CC,M,B,4224,452622,549190,4.743,17.632,2.031,0.753,2012,08
201208,LFPG,CC,M,C,138,2409,19493,0.292,1.609,0.109,0.046,2012,08
201208,LFPO,LC,I,B,48,4744,4745,0.055,0.242,0.016,0.009,2012,08
201208,LFPO,LC,I,C,325,75150,81507,0.846,4.450,0.173,0.134,2012,08
201208,LFPO,MC,I,A,404,14594,14594,0.105,0.226,0.134,0.017,2012,08
201208,LFPO,MC,I,B,8987,1234951,1247260,9.682,42.444,2.402,1.537,2012,08
201208,LFPO,MC,I,C,367,69891,81335,1.029,5.765,0.982,0.163,2012,08
201208,LFPO,LC,O,C,835,328190,364936,3.553,22.635,0.952,0.564,2012,08
201208,LFPO,CC,M,A,1001,32319,32325,0.329,0.900,0.266,0.052,2012,08
201208,LFPO,CC,M,B,6875,802159,804635,6.601,28.698,1.594,1.048,2012,08
201208,LFRS,LC,I,C,18,4377,4387,0.036,0.177,0.026,0.006,2012,08
201208,LFRS,MC,I,A,640,27192,27192,0.234,0.710,0.127,0.037,2012,08
201208,LFRS,MC,I,B,1469,204119,204139,1.428,6.397,0.221,0.227,2012,08
201208,LFRS,MC,I,C,57,370,6119,0.101,0.516,0.029,0.016,2012,08
201208,LFRS,CC,M,A,224,6938,6938,0.051,0.087,0.092,0.008,2012,08
201208,LFRS,CC,M,B,286,31267,31305,0.242,1.079,0.056,0.038,2012,08
201208,LFRS,CC,M,A,543,18785,18795,0.214,0.702,0.078,0.034,2012,08
201208,LFRS,CC,M,B,1034,115826,115828,0.859,3.478,0.180,0.136,2012,08
201208,LFRS,CC,M,C,62,2318,2375,0.135,0.960,0.029,0.021,2012,08
201208,LFSB,LC,I,A,3,5,5,0.001,0.003,0.000,0.000,2012,08
201208,LFSB,LC,I,C,20,2781,6651,0.062,0.398,0.031,0.010,2012,08
201208,LFSB,MC,I,A,1747,63545,67818,0.352,0.962,0.365,0.056,2012,08
201208,LFSB,MC,I,B,2999,410904,414774,2.472,10.393,0.795,0.392,2012,08
201208,LFSB,MC,I,C,60,344,11177,0.112,0.647,0.018,0.018,2012,08
201208,LFSB,CC,M,A,237,12361,12424,0.118,0.375,0.015,0.019,2012,08
201208,LFSB,CC,M,B,145,7516,7530,0.090,0.295,0.011,0.014,2012,08
201208,LFSB,CC,M,C,71,0,7704,0.109,0.789,0.004,0.017,2012,08
201208,LFSB,CC,M,A,94,1372,1372,0.016,0.048,0.034,0.003,2012,08
201208,LFSB,CC,M,B,248,34900,34900,0.216,0.875,0.091,0.034,2012,08
201208,LFSB,CC,M,C,1,0,0,0.001,0.004,0.000,0.000,2012,08
201209,LFBD,LC,I,C,18,3933,4086,0.039,0.208,0.022,0.006,2012,09
201209,LFBD,MC,I,A,361,16592,16602,0.111,0.359,0.057,0.018,2012,09
201209,LFBD,MC,I,B,1288,148204,148308,1.136,4.849,0.274,0.180,2012,09
201209,LFBD,MC,I,C,62,429,3825,0.098,0.468,0.041,0.016,2012,09
201209,LFBD,CC,M,B,1112,134391,139409,1.159,5.783,0.245,0.184,2012,09
201209,LFBD,CC,M,A,800,26480,26483,0.283,0.940,0.082,0.045,2012,09
201209,LFBD,CC,M,B,830,87296,87302,0.718,2.853,0.239,0.114,2012,09
201209,LFBD,CC,M,C,30,1326,2157,0.085,0.641,0.017,0.013,2012,09
201209,LFBO,LC,I,A,1,3,3,0.001,0.003,0.000,0.000,2012,09
201209,LFBO,LC,I,B,2,21,21,0.002,0.007,0.001,0.000,2012,09
201209,LFBO,LC,I,C,30,5431,9057,0.100,0.548,0.044,0.016,2012,09
201209,LFBO,MC,I,A,1039,48559,49249,0.360,1.154,0.080,0.057,2012,09
201209,LFBO,MC,I,B,2514,261476,263996,2.153,8.561,0.660,0.342,2012,09
201209,LFBO,MC,I,C,162,439,30040,0.361,1.818,0.250,0.057,2012,09
201209,LFBO,CC,M,A,34,69,756,0.008,0.021,0.012,0.001,2012,09
201209,LFBO,CC,M,B,2362,265730,274422,2.237,9.502,0.584,0.355,2012,09
201209,LFBO,CC,M,C,1,150,150,0.003,0.021,0.000,0.000,2012,09
201209,LFBO,CC,M,A,923,31710,31710,0.254,0.788,0.214,0.040,2012,09
201209,LFBO,CC,M,B,918,79100,80908,0.734,2.873,0.238,0.117,2012,09
201209,LFBO,CC,M,C,80,3070,13032,0.196,1.167,0.124,0.031,2012,09
201209,LFLL,LC,I,C,34,8457,8600,0.077,0.360,0.064,0.012,2012,09
201209,LFLL,MC,I,A,2094,85745,87670,0.731,2.300,0.271,0.116,2012,09
201209,LFLL,MC,I,B,3486,375035,377620,2.980,11.685,0.778,0.473,2012,09
201209,LFLL,MC,I,C,147,9645,26077,0.313,1.656,0.191,0.050,2012,09
201209,LFLL,LC,O,C,16,5142,5200,0.075,0.554,0.034,0.012,2012,09
201209,LFLL,CC,M,A,190,6840,7470,0.056,0.171,0.088,0.009,2012,09
201209,LFLL,CC,M,B,412,40009,43177,0.375,1.640,0.117,0.059,2012,09
201209,LFLL,CC,M,A,2026,74213,74244,0.777,2.521,0.536,0.123,2012,09
201209,LFLL,CC,M,B,1861,165863,166658,1.491,5.617,0.427,0.237,2012,09
201209,LFLL,CC,M,C,57,1965,4349,0.146,0.985,0.079,0.023,2012,09
201209,LFML,LC,I,A,5,33,33,0.003,0.012,0.001,0.001,2012,09
201209,LFML,LC,I,C,51,12777,13183,0.138,0.781,0.063,0.022,2012,09
201209,LFML,MC,I,A,956,35892,38598,0.303,0.937,0.221,0.048,2012,09
201209,LFML,MC,I,B,3450,377558,381187,3.510,13.995,0.920,0.557,2012,09
201209,LFML,MC,I,C,178,10661,23856,0.367,1.896,0.166,0.058,2012,09
201209,LFML,LC,O,C,28,9807,10082,0.116,0.944,0.040,0.018,2012,09
201209,LFML,CC,M,B,1481,138674,148478,1.507,6.182,0.522,0.239,2012,09
201209,LFML,CC,M,C,49,1039,8339,0.098,0.617,0.013,0.016,2012,09
201209,LFML,CC,M,A,1210,35044,37479,0.317,0.975,0.510,0.050,2012,09
201209,LFML,CC,M,B,1550,166111,173821,1.566,6.271,0.447,0.249,2012,09
201209,LFML,CC,M,C,105,4549,4939,0.242,1.642,0.100,0.038,2012,09
201209,LFMN,LC,I,A,24,78,78,0.013,0.045,0.003,0.002,2012,09
201209,LFMN,LC,I,C,136,28336,35573,0.471,2.599,0.051,0.075,2012,09
201209,LFMN,MC,I,A,5045,60985,61000,0.965,2.529,2.692,0.153,2012,09
201209,LFMN,MC,I,B,5557,637847,639407,4.800,19.033,1.354,0.762,2012,09
201209,LFMN,MC,I,C,67,5171,6300,0.149,0.929,0.097,0.024,2012,09
201209,LFMN,CC,M,A,34,6,855,0.009,0.030,0.015,0.001,2012,09
201209,LFMN,CC,M,B,2114,252802,256442,2.110,9.021,0.601,0.335,2012,09
201209,LFMN,CC,M,C,1,145,145,0.001,0.005,0.000,0.000,2012,09
201209,LFMN,CC,M,A,2164,53350,53353,0.468,1.394,1.032,0.074,2012,09
201209,LFMN,CC,M,B,794,87769,87771,0.729,2.864,0.245,0.116,2012,09
201209,LFMN,CC,M,C,37,155,1574,0.060,0.363,0.011,0.010,2012,09
201209,LFOB,MC,I,B,2258,332289,332289,2.531,10.609,0.391,0.402,2012,09
201209,LFOB,CC,M,B,96,12743,12743,0.111,0.451,0.018,0.018,2012,09
201209,LFPG,LC,I,A,3,4,4,0.002,0.008,0.000,0.000,2012,09
201209,LFPG,LC,I,B,225,20415,22131,0.305,1.115,0.095,0.048,2012,09
201209,LFPG,LC,I,C,8132,1928350,3056405,34.809,206.698,18.013,5.525,2012,09
201209,LFPG,MC,I,A,5060,270911,284453,2.271,6.589,0.990,0.361,2012,09
201209,LFPG,MC,I,B,21793,2634660,2713076,24.502,93.569,10.262,3.889,2012,09
201209,LFPG,MC,I,C,1758,170746,568117,5.429,28.604,2.298,0.862,2012,09
201209,LFPG,LC,O,C,77,27285,35632,0.351,2.563,0.141,0.056,2012,09
201209,LFPG,CC,M,A,1116,49996,60441,0.589,1.654,0.352,0.094,2012,09
201209,LFPG,CC,M,B,4026,424083,527418,4.543,16.527,1.854,0.721,2012,09
201209,LFPG,CC,M,C,156,1343,28823,0.331,1.832,0.097,0.053,2012,09
201209,LFPO,LC,I,B,46,4264,4293,0.055,0.253,0.017,0.009,2012,09
201209,LFPO,LC,I,C,262,55536,60260,0.626,3.314,0.119,0.099,2012,09
201209,LFPO,MC,I,A,691,22313,22313,0.193,0.425,0.253,0.031,2012,09
201209,LFPO,MC,I,B,8034,1068205,1081514,8.560,37.482,2.237,1.359,2012,09
201209,LFPO,MC,I,C,383,73707,86502,1.061,5.891,0.969,0.168,2012,09
201209,LFPO,LC,O,C,616,193720,231212,2.353,14.843,0.654,0.374,2012,09
201209,LFPO,CC,M,A,2280,68807,68822,0.727,2.109,0.555,0.115,2012,09
201209,LFPO,CC,M,B,8333,907667,910001,8.255,35.570,2.086,1.310,2012,09
201209,LFRS,LC,I,C,16,3842,3853,0.032,0.163,0.023,0.005,2012,09
201209,LFRS,MC,I,A,614,24133,24144,0.227,0.694,0.123,0.036,2012,09
201209,LFRS,MC,I,B,1356,168627,168653,1.329,5.957,0.197,0.211,2012,09
201209,LFRS,MC,I,C,51,665,6793,0.094,0.507,0.025,0.015,2012,09
201209,LFRS,CC,M,A,202,5878,5878,0.046,0.082,0.083,0.007,2012,09
201209,LFRS,CC,M,B,262,28895,28950,0.228,1.103,0.052,0.036,2012,09
201209,LFRS,CC,M,A,678,22208,22211,0.247,0.790,0.125,0.039,2012,09
201209,LFRS,CC,M,B,1240,113765,113765,0.983,3.826,0.178,0.156,2012,09
201209,LFRS,CC,M,C,56,1768,1887,0.123,0.883,0.030,0.020,2012,09
201209,LFSB,LC,I,A,1,1,1,0.001,0.004,0.000,0.000,2012,09
201209,LFSB,LC,I,C,21,1952,6058,0.069,0.449,0.033,0.011,2012,09
201209,LFSB,MC,I,A,1761,64203,68395,0.366,0.991,0.369,0.058,2012,09
201209,LFSB,MC,I,B,2898,384149,388462,2.389,10.088,0.794,0.379,2012,09
201209,LFSB,MC,I,C,58,0,11087,0.110,0.623,0.021,0.017,2012,09
201209,LFSB,CC,M,A,240,13687,13709,0.123,0.391,0.012,0.019,2012,09
201209,LFSB,CC,M,B,246,12838,12842,0.152,0.499,0.019,0.024,2012,09
201209,LFSB,CC,M,C,64,0,8284,0.099,0.720,0.004,0.016,2012,09
201209,LFSB,CC,M,A,254,3636,3636,0.038,0.113,0.065,0.006,2012,09
201209,LFSB,CC,M,B,212,28936,28936,0.186,0.755,0.081,0.030,2012,09
201209,LFSB,CC,M,C,1,0,0,0.003,0.020,0.002,0.000,2012,09
201210,LFBD,LC,I,B,1,212,212,0.002,0.011,0.000,0.000,2012,10
201210,LFBD,LC,I,C,12,2764,2794,0.024,0.122,0.016,0.004,2012,10
201210,LFBD,MC,I,A,303,12503,12522,0.092,0.301,0.035,0.015,2012,10
201210,LFBD,MC,I,B,1165,122918,123065,1.013,4.263,0.234,0.161,2012,10
201210,LFBD,MC,I,C,76,611,5045,0.127,0.573,0.062,0.020,2012,10
201210,LFBD,CC,M,A,2,88,88,0.000,0.001,0.001,0.000,2012,10
201210,LFBD,CC,M,B,1166,133663,139146,1.216,6.063,0.255,0.193,2012,10
201210,LFBD,CC,M,A,814,24944,24944,0.287,0.955,0.083,0.046,2012,10
201210,LFBD,CC,M,B,875,87056,87073,0.750,2.985,0.247,0.119,2012,10
201210,LFBD,CC,M,C,29,1274,2636,0.078,0.578,0.016,0.012,2012,10
201210,LFBO,LC,I,A,7,14,14,0.003,0.007,0.001,0.000,2012,10
201210,LFBO,LC,I,B,2,340,340,0.003,0.013,0.000,0.000,2012,10
201210,LFBO,LC,I,C,29,3970,6801,0.111,0.611,0.046,0.018,2012,10
201210,LFBO,MC,I,A,987,46263,46411,0.364,1.163,0.103,0.058,2012,10
201210,LFBO,MC,I,B,2377,223519,227576,1.918,7.665,0.584,0.304,2012,10
201210,LFBO,MC,I,C,145,347,26404,0.326,1.680,0.231,0.052,2012,10
201210,LFBO,LC,O,C,1,5,11,0.006,0.039,0.000,0.001,2012,10
201210,LFBO,CC,M,A,40,123,971,0.008,0.021,0.014,0.001,2012,10
201210,LFBO,CC,M,B,2485,288347,297795,2.365,10.127,0.633,0.375,2012,10
201210,LFBO,CC,M,A,827,24121,24121,0.178,0.532,0.225,0.028,2012,10
201210,LFBO,CC,M,B,1108,91862,94489,0.873,3.334,0.290,0.139,2012,10
201210,LFBO,CC,M,C,97,2766,14587,0.219,1.277,0.141,0.035,2012,10
201210,LFLL,LC,I,B,1,8,8,0.001,0.002,0.000,0.000,2012,10
201210,LFLL,LC,I,C,26,6091,6239,0.058,0.262,0.054,0.009,2012,10
201210,LFLL,MC,I,A,2211,88106,90761,0.780,2.466,0.276,0.124,2012,10
201210,LFLL,MC,I,B,3271,334426,338317,2.745,10.625,0.726,0.436,2012,10
201210,LFLL,MC,I,C,109,3851,22644,0.233,1.169,0.097,0.037,2012,10
201210,LFLL,LC,O,C,16,5835,5974,0.074,0.552,0.032,0.012,2012,10
201210,LFLL,CC,M,A,201,7450,8186,0.057,0.180,0.091,0.009,2012,10
201210,LFLL,CC,M,B,425,40978,44287,0.383,1.684,0.122,0.061,2012,10
201210,LFLL,CC,M,A,2140,76751,76758,0.818,2.659,0.572,0.130,2012,10
201210,LFLL,CC,M,B,1872,160435,162013,1.473,5.503,0.454,0.234,2012,10
201210,LFLL,CC,M,C,63,2180,5298,0.159,1.023,0.099,0.025,2012,10
201210,LFML,LC,I,A,4,27,27,0.002,0.008,0.001,0.000,2012,10
201210,LFML,LC,I,B,2,212,212,0.002,0.009,0.000,0.000,2012,10
201210,LFML,LC,I,C,42,10121,10516,0.114,0.699,0.059,0.018,2012,10
201210,LFML,MC,I,A,998,34167,38189,0.320,0.995,0.231,0.051,2012,10
201210,LFML,MC,I,B,3173,328126,330429,3.190,12.677,0.814,0.506,2012,10
201210,LFML,MC,I,C,166,6030,20682,0.338,1.733,0.140,0.054,2012,10
201210,LFML,LC,O,C,24,9334,9606,0.100,0.810,0.035,0.016,2012,10
201210,LFML,CC,M,A,2,35,63,0.001,0.003,0.001,0.000,2012,10
201210,LFML,CC,M,B,1540,142293,153030,1.566,6.314,0.467,0.249,2012,10
201210,LFML,CC,M,C,52,1052,9155,0.102,0.634,0.012,0.016,2012,10
201210,LFML,CC,M,A,1266,30733,33745,0.324,0.987,0.526,0.051,2012,10
201210,LFML,CC,M,B,1548,153347,161271,1.556,6.197,0.420,0.247,2012,10
201210,LFML,CC,M,C,113,3815,4288,0.250,1.565,0.120,0.040,2012,10
201210,LFMN,LC,I,A,20,71,71,0.009,0.027,0.002,0.001,2012,10
201210,LFMN,LC,I,C,131,26661,34742,0.440,2.514,0.054,0.070,2012,10
201210,LFMN,MC,I,A,3991,45535,45559,0.708,1.774,2.218,0.112,2012,10
201210,LFMN,MC,I,B,4886,512375,513688,4.212,16.679,1.263,0.669,2012,10
201210,LFMN,MC,I,C,41,3074,3723,0.093,0.566,0.085,0.015,2012,10
201210,LFMN,CC,M,A,40,8,1067,0.011,0.038,0.018,0.002,2012,10
201210,LFMN,CC,M,B,2162,261537,265510,2.185,9.334,0.653,0.347,2012,10
201210,LFMN,CC,M,C,1,4,4,0.003,0.022,0.000,0.001,2012,10
201210,LFMN,CC,M,A,1643,44771,44774,0.394,1.227,0.691,0.063,2012,10
201210,LFMN,CC,M,B,762,81590,81591,0.711,2.863,0.281,0.113,2012,10
201210,LFMN,CC,M,C,42,0,1748,0.075,0.450,0.014,0.012,2012,10
201210,LFOB,MC,I,B,2274,330744,330744,2.543,10.664,0.396,0.404,2012,10
201210,LFOB,CC,M,B,96,12293,12293,0.112,0.439,0.017,0.018,2012,10
201210,LFPG,LC,I,A,1,0,0,0.000,0.000,0.000,0.000,2012,10
201210,LFPG,LC,I,B,267,23628,25714,0.373,1.409,0.112,0.059,2012,10
201210,LFPG,LC,I,C,7823,1795879,2993089,34.267,202.732,17.841,5.439,2012,10
201210,LFPG,MC,I,A,5304,266956,282298,2.418,6.980,1.105,0.384,2012,10
201210,LFPG,MC,I,B,21526,2480922,2563958,24.242,92.726,10.470,3.848,2012,10
201210,LFPG,MC,I,C,1818,170301,594647,5.670,29.882,2.332,0.900,2012,10
201210,LFPG,LC,O,C,74,28222,37303,0.345,2.557,0.150,0.055,2012,10
201210,LFPG,CC,M,A,1161,49289,62451,0.615,1.702,0.399,0.098,2012,10
201210,LFPG,CC,M,B,3960,400661,506909,4.489,16.341,1.878,0.713,2012,10
201210,LFPG,CC,M,C,176,1072,30150,0.379,2.132,0.102,0.060,2012,10
201210,LFPO,LC,I,B,40,3570,3629,0.048,0.196,0.011,0.008,2012,10
201210,LFPO,LC,I,C,228,44260,48988,0.567,2.874,0.105,0.090,2012,10
201210,LFPO,MC,I,A,691,22432,22432,0.192,0.417,0.250,0.030,2012,10
201210,LFPO,MC,I,B,7640,972552,987848,8.150,35.177,2.195,1.294,2012,10
201210,LFPO,MC,I,C,167,32890,40408,0.479,2.750,0.468,0.076,2012,10
201210,LFPO,LC,O,C,591,190941,231113,2.305,14.237,0.651,0.366,2012,10
201210,LFPO,CC,M,A,2435,73987,74007,0.782,2.270,0.616,0.124,2012,10
201210,LFPO,CC,M,B,8419,892800,895433,8.408,35.706,2.198,1.335,2012,10
201210,LFRS,LC,I,B,4,314,314,0.005,0.026,0.000,0.001,2012,10
201210,LFRS,LC,I,C,14,2961,2966,0.028,0.140,0.020,0.004,2012,10
201210,LFRS,MC,I,A,609,21690,21691,0.225,0.697,0.126,0.036,2012,10
201210,LFRS,MC,I,B,1064,123532,123539,1.008,4.345,0.159,0.160,2012,10
201210,LFRS,MC,I,C,53,0,6378,0.101,0.537,0.027,0.016,2012,10
201210,LFRS,CC,M,A,213,6122,6122,0.048,0.083,0.088,0.008,2012,10
201210,LFRS,CC,M,B,262,28346,28401,0.225,1.097,0.053,0.036,2012,10
201210,LFRS,CC,M,A,690,21561,21561,0.255,0.812,0.130,0.040,2012,10
201210,LFRS,CC,M,B,1279,110540,110540,1.003,3.902,0.178,0.159,2012,10
201210,LFRS,CC,M,C,63,2088,2321,0.135,0.955,0.033,0.021,2012,10
201210,LFSB,LC,I,A,2,5,5,0.001,0.004,0.001,0.000,2012,10
201210,LFSB,LC,I,B,2,167,167,0.002,0.011,0.000,0.000,2012,10
201210,LFSB,LC,I,C,15,822,4819,0.051,0.373,0.022,0.008,2012,10
201210,LFSB,MC,I,A,1783,66442,71158,0.379,1.023,0.381,0.060,2012,10
201210,LFSB,MC,I,B,2741,370204,374851,2.386,9.894,0.759,0.379,2012,10
201210,LFSB,MC,I,C,59,0,11504,0.108,0.625,0.017,0.017,2012,10
201210,LFSB,CC,M,A,261,14446,14467,0.133,0.423,0.014,0.021,2012,10
201210,LFSB,CC,M,B,251,13650,13656,0.156,0.517,0.018,0.025,2012,10
201210,LFSB,CC,M,C,77,0,10357,0.122,0.889,0.007,0.019,2012,10
201210,LFSB,CC,M,A,287,4078,4078,0.045,0.136,0.064,0.007,2012,10
201210,LFSB,CC,M,B,183,24925,24925,0.158,0.620,0.066,0.025,2012,10
201211,LFBD,LC,I,B,11,1548,1548,0.013,0.075,0.004,0.002,2012,11
201211,LFBD,LC,I,C,1,33,33,0.002,0.020,0.000,0.000,2012,11
201211,LFBD,MC,I,A,144,4565,4620,0.055,0.184,0.034,0.009,2012,11
