"","ANMOIS","APT","FSC","ZON","CAT","MVT","PAX","PEQ","CO2","NOX","COVNM","TSP","year","month","APT_PAYS","APT_LAT","APT_LONG","date"
"5817",200502,"LFSB","CC","M","A",25,1116,1277,0.002,0.003,0.003,0,2005,2,"France (Métrop.)",47.59,7.53,2005-02-01 01:01:00
"5818",200502,"LFSB","CC","M","B",499,39614,39730,0.266,1.249,0.058,0.042,2005,2,"France (Métrop.)",47.59,7.53,2005-02-01 01:01:00
"5819",200502,"LFSB","CC","M","C",63,59,5502,0.118,0.832,0.026,0.019,2005,2,"France (Métrop.)",47.59,7.53,2005-02-01 01:01:00
"5820",200502,"LFSB","CC","M","A",457,7340,7348,0.127,0.406,0.101,0.02,2005,2,"France (Métrop.)",47.59,7.53,2005-02-01 01:01:00
"5821",200502,"LFSB","CC","M","B",14,597,597,0,0,0,0,2005,2,"France (Métrop.)",47.59,7.53,2005-02-01 01:01:00
"5822",200502,"LFSB","CC","M","C",10,165,165,0.019,0.099,0.003,0.003,2005,2,"France (Métrop.)",47.59,7.53,2005-02-01 01:01:00
"5823",200503,"LFBD","LC","I","B",9,1444,1444,0.009,0.044,0.003,0.001,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5824",200503,"LFBD","LC","I","C",5,327,455,0.012,0.054,0.009,0.002,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5825",200503,"LFBD","MC","I","A",948,24659,24673,0.314,0.977,0.176,0.05,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5826",200503,"LFBD","MC","I","B",394,31011,32839,0.398,1.67,0.064,0.063,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5827",200503,"LFBD","MC","I","C",22,470,771,0.045,0.27,0.008,0.007,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5828",200503,"LFBD","LC","O","C",2,431,431,0.005,0.012,0.002,0.001,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5829",200503,"LFBD","CC","M","B",1102,123532,129314,1.1,5.523,0.293,0.175,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5830",200503,"LFBD","CC","M","C",5,163,163,0.027,0.205,0.015,0.004,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5831",200503,"LFBD","CC","M","A",980,27333,27337,0.241,0.763,0.175,0.038,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5832",200503,"LFBD","CC","M","B",422,31719,31726,0.27,1.113,0.066,0.043,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5833",200503,"LFBD","CC","M","C",44,0,1735,0.07,0.425,0.012,0.011,2005,3,"France (Métrop.)",44.83,-0.72,2005-03-01 01:01:00
"5834",200503,"LFBO","LC","I","B",17,2328,2328,0.017,0.07,0.004,0.003,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5835",200503,"LFBO","LC","I","C",9,1827,1892,0.023,0.138,0.003,0.004,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5836",200503,"LFBO","MC","I","A",1572,59389,59959,0.486,1.383,0.261,0.077,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5837",200503,"LFBO","MC","I","B",968,94030,95438,0.819,3.48,0.183,0.13,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5838",200503,"LFBO","MC","I","C",210,22857,42062,0.419,2.432,0.17,0.066,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5839",200503,"LFBO","LC","O","C",5,1436,1436,0.02,0.143,0.002,0.003,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5840",200503,"LFBO","CC","M","A",108,4,4505,0.013,0.032,0.024,0.002,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5841",200503,"LFBO","CC","M","B",2163,255544,268387,2.039,8.812,0.538,0.324,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5842",200503,"LFBO","CC","M","C",5,1113,1113,0.018,0.112,0.019,0.003,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5843",200503,"LFBO","CC","M","A",1276,40431,40434,0.374,1.164,0.254,0.059,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5844",200503,"LFBO","CC","M","B",259,21485,21544,0.171,0.769,0.055,0.027,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5845",200503,"LFBO","CC","M","C",142,2378,14395,0.253,1.437,0.089,0.04,2005,3,"France (Métrop.)",43.64,1.37,2005-03-01 01:01:00
"5846",200503,"LFLL","LC","I","B",12,1209,1213,0.011,0.045,0.002,0.002,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5847",200503,"LFLL","LC","I","C",21,4059,4060,0.043,0.159,0.024,0.007,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5848",200503,"LFLL","MC","I","A",3644,114082,114229,1.322,3.615,0.695,0.21,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5849",200503,"LFLL","MC","I","B",1713,154945,159265,1.454,5.654,0.309,0.231,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5850",200503,"LFLL","MC","I","C",270,32756,48022,0.534,3.051,0.164,0.085,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5851",200503,"LFLL","LC","O","C",21,7592,7675,0.069,0.381,0.016,0.011,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5852",200503,"LFLL","CC","M","A",130,2488,4363,0.044,0.109,0.038,0.007,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5853",200503,"LFLL","CC","M","B",749,55732,58477,0.431,1.727,0.096,0.068,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5854",200503,"LFLL","CC","M","C",63,5273,12961,0.174,1.159,0.076,0.028,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5855",200503,"LFLL","CC","M","A",2378,73117,74084,0.761,2.225,0.663,0.121,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5856",200503,"LFLL","CC","M","B",1264,97474,97545,0.76,3.074,0.228,0.121,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5857",200503,"LFLL","CC","M","C",63,1529,3186,0.128,0.781,0.026,0.02,2005,3,"France (Métrop.)",45.73,5.08,2005-03-01 01:01:00
"5858",200503,"LFML","LC","I","A",2,6,6,0,0,0,0,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5859",200503,"LFML","LC","I","B",54,5781,6124,0.059,0.229,0.028,0.009,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5860",200503,"LFML","LC","I","C",22,2896,3714,0.058,0.316,0.013,0.009,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5861",200503,"LFML","MC","I","A",1387,49335,49573,0.376,1.007,0.321,0.06,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5862",200503,"LFML","MC","I","B",1114,96350,98132,1.205,4.911,0.293,0.191,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5863",200503,"LFML","MC","I","C",154,12217,15790,0.313,1.514,0.208,0.05,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5864",200503,"LFML","LC","O","C",5,1680,1690,0.009,0.025,0.001,0.001,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5865",200503,"LFML","CC","M","A",71,0,3573,0,0,0,0,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5866",200503,"LFML","CC","M","B",1659,170276,182784,1.639,6.628,0.536,0.26,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5867",200503,"LFML","CC","M","C",56,1384,8080,0.124,0.69,0.036,0.02,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5868",200503,"LFML","CC","M","A",1881,51066,54866,0.522,1.556,0.459,0.083,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5869",200503,"LFML","CC","M","B",638,44995,50109,0.401,1.345,0.163,0.064,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5870",200503,"LFML","CC","M","C",104,3325,7107,0.188,1.093,0.039,0.03,2005,3,"France (Métrop.)",43.44,5.22,2005-03-01 01:01:00
"5871",200503,"LFMN","LC","I","A",5,10,10,0.002,0.007,0.001,0,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5872",200503,"LFMN","LC","I","C",85,10956,13208,0.218,1.367,0.065,0.035,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5873",200503,"LFMN","MC","I","A",3902,57176,57407,0.705,1.686,1.892,0.112,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5874",200503,"LFMN","MC","I","B",2979,286642,288796,2.657,10.679,0.583,0.422,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5875",200503,"LFMN","MC","I","C",96,13086,13114,0.211,1.629,0.024,0.033,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5876",200503,"LFMN","CC","M","A",42,179,639,0.003,0.005,0.005,0,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5877",200503,"LFMN","CC","M","B",1939,246203,251530,1.885,8.482,0.599,0.299,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5878",200503,"LFMN","CC","M","C",2,482,482,0.009,0.055,0.015,0.001,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5879",200503,"LFMN","CC","M","A",1764,38207,40219,0.345,0.85,0.85,0.055,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5880",200503,"LFMN","CC","M","B",608,33032,33058,0.04,0.165,0.021,0.006,2005,3,"France (Métrop.)",43.67,7.22,2005-03-01 01:01:00
"5881",200503,"LFOB","MC","I","A",5,63,63,0.001,0.002,0.001,0,2005,3,"France (Métrop.)",49.45,2.11,2005-03-01 01:01:00
"5882",200503,"LFOB","MC","I","B",945,133149,133149,1.076,5.307,0.246,0.171,2005,3,"France (Métrop.)",49.45,2.11,2005-03-01 01:01:00
"5883",200503,"LFOB","CC","M","B",2,0,0,0.001,0.002,0,0,2005,3,"France (Métrop.)",49.45,2.11,2005-03-01 01:01:00
"5884",200503,"LFOB","CC","M","A",3,0,0,0,0,0,0,2005,3,"France (Métrop.)",49.45,2.11,2005-03-01 01:01:00
"5885",200503,"LFOB","CC","M","B",11,478,478,0.012,0.045,0.002,0.002,2005,3,"France (Métrop.)",49.45,2.11,2005-03-01 01:01:00
"5886",200503,"LFOB","CC","M","C",2,0,0,0.005,0.023,0.004,0.001,2005,3,"France (Métrop.)",49.45,2.11,2005-03-01 01:01:00
"5887",200503,"LFPG","LC","I","A",1,0,690,0,0,0,0,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5888",200503,"LFPG","LC","I","B",186,15335,15482,0.263,1.086,0.156,0.042,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5889",200503,"LFPG","LC","I","C",7220,1490368,2710386,29.772,161.468,23.261,4.726,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5890",200503,"LFPG","MC","I","A",7572,286450,292010,2.621,7.02,1.697,0.416,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5891",200503,"LFPG","MC","I","B",19720,1922262,1982968,21.997,83.134,8.222,3.492,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5892",200503,"LFPG","MC","I","C",1615,145881,570854,4.431,24.289,2.585,0.703,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5893",200503,"LFPG","LC","O","C",123,33896,56937,0.552,3.658,0.482,0.088,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5894",200503,"LFPG","CC","M","A",954,20466,28636,0.339,0.871,0.408,0.054,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5895",200503,"LFPG","CC","M","B",3988,362314,461804,4.191,15.35,1.7,0.665,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5896",200503,"LFPG","CC","M","C",195,4392,64352,0.481,2.516,0.221,0.076,2005,3,"France (Métrop.)",49.01,2.55,2005-03-01 01:01:00
"5897",200503,"LFPO","LC","I","B",142,11068,12670,0.175,0.714,0.057,0.028,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5898",200503,"LFPO","LC","I","C",205,80082,100186,0.891,4.914,0.749,0.141,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5899",200503,"LFPO","MC","I","A",480,15754,15754,0.114,0.263,0.058,0.018,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5900",200503,"LFPO","MC","I","B",4872,545867,581332,5.411,24.342,1.461,0.859,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5901",200503,"LFPO","MC","I","C",558,83466,128054,1.455,7.371,1.289,0.231,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5902",200503,"LFPO","LC","O","C",556,213635,266265,2.508,13.934,4.488,0.398,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5903",200503,"LFPO","CC","M","A",1,44,44,0,0,0,0,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5904",200503,"LFPO","CC","M","A",2046,52417,52434,0.591,1.726,0.727,0.094,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5905",200503,"LFPO","CC","M","B",9066,985295,989679,8.119,35.157,2.612,1.289,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5906",200503,"LFPO","CC","M","C",54,13669,19212,0.209,1.124,0.149,0.033,2005,3,"France (Métrop.)",48.72,2.38,2005-03-01 01:01:00
"5907",200503,"LFRS","LC","I","A",1,2,2,0,0,0,0,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5908",200503,"LFRS","LC","I","B",22,3486,3486,0.024,0.106,0.008,0.004,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5909",200503,"LFRS","LC","I","C",16,4344,4650,0.038,0.205,0.01,0.006,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5910",200503,"LFRS","MC","I","A",304,7051,8008,0.087,0.299,0.05,0.014,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5911",200503,"LFRS","MC","I","B",342,41150,42157,0.333,1.471,0.074,0.053,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5912",200503,"LFRS","MC","I","C",53,1048,5736,0.103,0.544,0.031,0.016,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5913",200503,"LFRS","LC","O","C",24,11381,11401,0.091,0.531,0.051,0.014,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5914",200503,"LFRS","CC","M","A",4,190,190,0.001,0.003,0,0,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5915",200503,"LFRS","CC","M","B",254,24234,24438,0.18,0.799,0.052,0.029,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5916",200503,"LFRS","CC","M","C",40,7874,7874,0.137,1.002,0.073,0.022,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5917",200503,"LFRS","CC","M","A",1336,41322,41358,0.499,1.547,0.216,0.079,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5918",200503,"LFRS","CC","M","B",326,25616,25629,0.264,1.067,0.074,0.042,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5919",200503,"LFRS","CC","M","C",46,191,758,0.067,0.364,0.016,0.011,2005,3,"France (Métrop.)",47.16,-1.61,2005-03-01 01:01:00
"5920",200503,"LFSB","LC","I","A",1,1,1,0,0,0,0,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5921",200503,"LFSB","LC","I","B",8,944,944,0,0,0,0,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5922",200503,"LFSB","LC","I","C",33,2530,10962,0.123,0.849,0.178,0.02,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5923",200503,"LFSB","MC","I","A",2509,58072,61418,0.682,1.589,0.782,0.108,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5924",200503,"LFSB","MC","I","B",1004,99010,101952,0.744,3.186,0.198,0.118,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5925",200503,"LFSB","MC","I","C",84,1185,11183,0.152,0.815,0.081,0.024,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5926",200503,"LFSB","CC","M","A",31,1363,1483,0.003,0.007,0.002,0,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5927",200503,"LFSB","CC","M","B",564,48925,49043,0.3,1.401,0.064,0.048,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5928",200503,"LFSB","CC","M","C",66,102,6240,0.121,0.907,0.016,0.019,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5929",200503,"LFSB","CC","M","A",501,8665,8677,0.136,0.434,0.107,0.022,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5930",200503,"LFSB","CC","M","B",10,430,430,0.001,0.008,0,0,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5931",200503,"LFSB","CC","M","C",9,110,110,0.016,0.089,0.002,0.002,2005,3,"France (Métrop.)",47.59,7.53,2005-03-01 01:01:00
"5932",200504,"LFBD","LC","I","B",15,1640,1640,0.016,0.067,0.007,0.003,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5933",200504,"LFBD","LC","I","C",1,0,41,0.003,0.021,0.002,0,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5934",200504,"LFBD","MC","I","A",983,27745,27747,0.31,0.951,0.2,0.049,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5935",200504,"LFBD","MC","I","B",505,42590,44184,0.517,2.179,0.081,0.082,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5936",200504,"LFBD","MC","I","C",26,655,946,0.052,0.299,0.014,0.008,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5937",200504,"LFBD","CC","M","A",1,0,0,0,0,0,0,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5938",200504,"LFBD","CC","M","B",1122,120552,127098,1.113,5.552,0.278,0.177,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5939",200504,"LFBD","CC","M","C",1,0,0,0.001,0.003,0.001,0,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5940",200504,"LFBD","CC","M","A",1070,32031,32033,0.293,0.934,0.184,0.047,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5941",200504,"LFBD","CC","M","B",366,29771,29852,0.264,1.061,0.086,0.042,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5942",200504,"LFBD","CC","M","C",40,0,1621,0.063,0.38,0.011,0.01,2005,4,"France (Métrop.)",44.83,-0.72,2005-04-01 01:01:00
"5943",200504,"LFBO","LC","I","A",2,3,4,0,0.001,0,0,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5944",200504,"LFBO","LC","I","B",11,1497,1497,0.014,0.056,0.007,0.002,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5945",200504,"LFBO","LC","I","C",10,1929,2034,0.029,0.205,0.03,0.005,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5946",200504,"LFBO","MC","I","A",1549,58103,58673,0.511,1.459,0.268,0.081,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5947",200504,"LFBO","MC","I","B",1103,110852,112347,0.825,3.517,0.197,0.131,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5948",200504,"LFBO","MC","I","C",137,5543,25269,0.291,1.578,0.158,0.046,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5949",200504,"LFBO","LC","O","C",4,986,986,0.016,0.115,0.002,0.003,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5950",200504,"LFBO","CC","M","A",103,8,3878,0.013,0.031,0.023,0.002,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5951",200504,"LFBO","CC","M","B",2221,253212,265338,2.079,8.948,0.562,0.33,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5952",200504,"LFBO","CC","M","C",1,210,210,0.001,0.002,0,0,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5953",200504,"LFBO","CC","M","A",1360,42687,42703,0.41,1.307,0.289,0.065,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5954",200504,"LFBO","CC","M","B",262,21529,21537,0.169,0.769,0.059,0.027,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5955",200504,"LFBO","CC","M","C",137,2145,13887,0.242,1.37,0.084,0.038,2005,4,"France (Métrop.)",43.64,1.37,2005-04-01 01:01:00
"5956",200504,"LFLL","LC","I","B",9,888,898,0.01,0.044,0.002,0.002,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5957",200504,"LFLL","LC","I","C",16,3001,3001,0.03,0.138,0.008,0.005,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5958",200504,"LFLL","MC","I","A",3558,118702,118964,1.329,3.605,0.677,0.211,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5959",200504,"LFLL","MC","I","B",2030,213810,217693,1.752,6.967,0.42,0.278,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5960",200504,"LFLL","MC","I","C",214,21971,36642,0.431,2.473,0.151,0.068,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5961",200504,"LFLL","LC","O","C",17,6087,6172,0.056,0.316,0.009,0.009,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5962",200504,"LFLL","CC","M","A",134,2278,4260,0.047,0.114,0.041,0.007,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5963",200504,"LFLL","CC","M","B",746,57809,58478,0.303,1.198,0.129,0.048,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5964",200504,"LFLL","CC","M","C",54,2750,9906,0.129,0.812,0.026,0.02,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5965",200504,"LFLL","CC","M","A",2490,75767,76670,0.806,2.414,0.688,0.128,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5966",200504,"LFLL","CC","M","B",1316,99551,99579,0.734,2.947,0.268,0.117,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5967",200504,"LFLL","CC","M","C",62,1589,3268,0.126,0.76,0.028,0.02,2005,4,"France (Métrop.)",45.73,5.08,2005-04-01 01:01:00
"5968",200504,"LFML","LC","I","A",1,6,6,0,0,0,0,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5969",200504,"LFML","LC","I","B",57,5763,6013,0.058,0.223,0.029,0.009,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5970",200504,"LFML","LC","I","C",23,3295,3390,0.062,0.369,0.013,0.01,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5971",200504,"LFML","MC","I","A",1338,54370,54616,0.322,0.853,0.307,0.051,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5972",200504,"LFML","MC","I","B",1517,152423,154082,1.615,6.663,0.373,0.256,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5973",200504,"LFML","MC","I","C",153,16992,20219,0.319,1.599,0.208,0.051,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5974",200504,"LFML","LC","O","C",4,1362,1392,0.007,0.02,0.001,0.001,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5975",200504,"LFML","CC","M","A",107,86,5115,0.01,0.018,0.017,0.002,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5976",200504,"LFML","CC","M","B",1576,165352,176981,1.544,6.247,0.494,0.245,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5977",200504,"LFML","CC","M","C",59,1793,7955,0.128,0.705,0.035,0.02,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5978",200504,"LFML","CC","M","A",1837,58670,60849,0.555,1.665,0.449,0.088,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5979",200504,"LFML","CC","M","B",774,59950,65574,0.541,1.879,0.212,0.086,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5980",200504,"LFML","CC","M","C",107,3149,7031,0.19,1.097,0.04,0.03,2005,4,"France (Métrop.)",43.44,5.22,2005-04-01 01:01:00
"5981",200504,"LFMN","LC","I","A",3,12,12,0.001,0.005,0,0,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5982",200504,"LFMN","LC","I","B",1,0,0,0.001,0.002,0,0,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5983",200504,"LFMN","LC","I","C",87,12213,14974,0.226,1.414,0.058,0.036,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5984",200504,"LFMN","MC","I","A",4243,67172,67368,0.715,1.688,1.982,0.114,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5985",200504,"LFMN","MC","I","B",3626,333378,335317,3.152,12.611,0.799,0.5,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5986",200504,"LFMN","MC","I","C",217,33228,34422,0.507,4.647,0.068,0.08,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5987",200504,"LFMN","CC","M","A",37,3,548,0.005,0.012,0.011,0.001,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5988",200504,"LFMN","CC","M","B",2115,265740,271577,2.067,9.376,0.674,0.328,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5989",200504,"LFMN","CC","M","A",2409,64190,66111,0.518,1.361,0.999,0.082,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5990",200504,"LFMN","CC","M","B",300,20808,20809,0.028,0.126,0.008,0.004,2005,4,"France (Métrop.)",43.67,7.22,2005-04-01 01:01:00
"5991",200504,"LFOB","MC","I","A",2,0,56,0.001,0.006,0,0,2005,4,"France (Métrop.)",49.45,2.11,2005-04-01 01:01:00
