"","ANMOIS","APT","FSC","ZON","CAT","MVT","PAX","PEQ","CO2","NOX","COVNM","TSP","year","month","APT_PAYS","APT_LAT","APT_LONG","date"
"1",200001,"LFBD","LC","I","B",4,561,561,0.004,0.021,0.001,0.001,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"2",200001,"LFBD","LC","I","C",25,2923,4783,0.058,0.287,0.169,0.009,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"3",200001,"LFBD","MC","I","A",525,14521,14611,0.084,0.236,0.086,0.013,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"4",200001,"LFBD","MC","I","B",298,14039,15778,0.137,0.473,0.084,0.022,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"5",200001,"LFBD","MC","I","C",25,0,1958,0.078,0.373,0.109,0.012,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"6",200001,"LFBD","LC","O","C",7,1222,1222,0.025,0.157,0.049,0.004,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"7",200001,"LFBD","CC","M","A",31,1614,1614,0,0,0,0,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"8",200001,"LFBD","CC","M","B",1384,129192,138101,1.173,4.99,0.242,0.186,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"9",200001,"LFBD","CC","M","C",11,1350,1350,0.031,0.21,0.056,0.005,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"10",200001,"LFBD","CC","M","A",1297,26253,26895,0.36,1.09,0.288,0.057,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"11",200001,"LFBD","CC","M","B",409,26772,28403,0.413,1.412,0.102,0.066,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"12",200001,"LFBD","CC","M","C",23,1342,2077,0.058,0.331,0.109,0.009,2000,1,"France (Métrop.)",44.83,-0.72,2000-01-01 01:01:00
"13",200001,"LFBO","LC","I","A",2,8,8,0,0,0,0,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"14",200001,"LFBO","LC","I","B",18,2862,2863,0.019,0.1,0.005,0.003,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"15",200001,"LFBO","MC","I","A",1214,34606,35436,0.157,0.375,0.22,0.025,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"16",200001,"LFBO","MC","I","B",712,57794,58336,0.569,2.497,0.193,0.09,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"17",200001,"LFBO","MC","I","C",134,20474,26379,0.256,1.477,0.077,0.041,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"18",200001,"LFBO","LC","O","C",33,9012,9243,0.11,0.689,0.154,0.017,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"19",200001,"LFBO","CC","M","A",99,938,4269,0.009,0.016,0.016,0.001,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"20",200001,"LFBO","CC","M","B",2698,244021,253956,2.263,9.529,0.637,0.359,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"21",200001,"LFBO","CC","M","C",90,2348,15972,0.193,1.092,0.059,0.031,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"22",200001,"LFBO","CC","M","A",1958,45168,45665,0.433,1.193,0.466,0.069,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"23",200001,"LFBO","CC","M","B",298,15468,18326,0.177,0.654,0.069,0.028,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"24",200001,"LFBO","CC","M","C",46,2946,6444,0.103,0.567,0.156,0.016,2000,1,"France (Métrop.)",43.64,1.37,2000-01-01 01:01:00
"25",200001,"LFLL","LC","I","A",1,306,309,0,0,0,0,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"26",200001,"LFLL","LC","I","B",2,213,213,0.002,0.01,0,0,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"27",200001,"LFLL","LC","I","C",15,2959,3024,0.038,0.209,0.057,0.006,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"28",200001,"LFLL","MC","I","A",3101,72420,74788,0.797,1.916,0.599,0.126,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"29",200001,"LFLL","MC","I","B",1651,109348,118720,1.635,5.972,0.677,0.26,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"30",200001,"LFLL","MC","I","C",275,48298,48468,0.548,3.035,0.28,0.087,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"31",200001,"LFLL","LC","O","C",33,9341,9943,0.112,0.673,0.193,0.018,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"32",200001,"LFLL","CC","M","A",19,124,172,0.002,0.004,0.004,0,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"33",200001,"LFLL","CC","M","B",797,62621,69208,0.823,3.087,0.247,0.131,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"34",200001,"LFLL","CC","M","C",42,2907,6707,0.096,0.594,0.077,0.015,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"35",200001,"LFLL","CC","M","A",2784,64326,66196,0.652,1.804,0.962,0.103,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"36",200001,"LFLL","CC","M","B",1218,78911,82029,0.864,2.954,0.292,0.137,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"37",200001,"LFLL","CC","M","C",19,2135,2321,0.05,0.316,0.093,0.008,2000,1,"France (Métrop.)",45.73,5.08,2000-01-01 01:01:00
"38",200001,"LFML","LC","I","B",46,5525,5525,0.052,0.228,0.02,0.008,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"39",200001,"LFML","LC","I","C",47,4534,11193,0.138,0.627,0.55,0.022,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"40",200001,"LFML","MC","I","A",1391,32184,32644,0.38,0.952,0.418,0.06,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"41",200001,"LFML","MC","I","B",903,68691,70905,0.901,3.186,0.455,0.143,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"42",200001,"LFML","MC","I","C",123,10018,11532,0.248,1.219,0.23,0.039,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"43",200001,"LFML","LC","O","C",32,8684,8893,0.095,0.484,0.083,0.015,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"44",200001,"LFML","CC","M","A",55,3661,3908,0,0,0,0,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"45",200001,"LFML","CC","M","B",2471,242226,260911,2.606,10.696,0.826,0.414,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"46",200001,"LFML","CC","M","C",73,5239,11915,0.202,1.104,0.149,0.032,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"47",200001,"LFML","CC","M","A",1569,39603,43820,0.382,0.968,0.571,0.061,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"48",200001,"LFML","CC","M","B",833,47602,56975,0.447,1.566,0.229,0.071,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"49",200001,"LFML","CC","M","C",86,5480,8083,0.216,1.371,0.262,0.034,2000,1,"France (Métrop.)",43.44,5.22,2000-01-01 01:01:00
"50",200001,"LFMN","LC","I","A",1,0,0,0.001,0.002,0,0,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"51",200001,"LFMN","LC","I","C",60,7744,9901,0.165,0.96,0.072,0.026,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"52",200001,"LFMN","MC","I","A",6005,69378,69884,1.118,2.692,2.373,0.177,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"53",200001,"LFMN","MC","I","B",1794,123819,126580,1.796,6.717,0.682,0.285,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"54",200001,"LFMN","MC","I","C",273,28289,29713,0.537,3.586,0.068,0.085,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"55",200001,"LFMN","LC","O","C",3,896,896,0.006,0.016,0.001,0.001,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"56",200001,"LFMN","CC","M","A",34,1800,1800,0,0,0,0,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"57",200001,"LFMN","CC","M","B",2487,251341,257941,2.489,11.132,0.73,0.395,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"58",200001,"LFMN","CC","M","C",17,2842,2842,0.057,0.353,0.014,0.009,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"59",200001,"LFMN","CC","M","A",3587,84918,86489,0.991,2.591,1.406,0.157,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"60",200001,"LFMN","CC","M","B",147,7648,7688,0.018,0.077,0.008,0.003,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"61",200001,"LFMN","CC","M","C",2,0,0,0.009,0.055,0.001,0.001,2000,1,"France (Métrop.)",43.67,7.22,2000-01-01 01:01:00
"62",200001,"LFOB","LC","I","C",3,0,508,0.009,0.024,0.012,0.001,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"63",200001,"LFOB","MC","I","A",4,37,37,0.003,0.009,0.004,0,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"64",200001,"LFOB","MC","I","B",291,18426,18666,0.369,1.083,0.416,0.059,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"65",200001,"LFOB","MC","I","C",7,0,81,0.022,0.075,0.025,0.003,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"66",200001,"LFOB","CC","M","C",2,0,0,0.004,0.022,0.001,0.001,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"67",200001,"LFOB","CC","M","A",2,37,37,0,0,0,0,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"68",200001,"LFOB","CC","M","B",1,0,0,0.001,0.001,0.002,0,2000,1,"France (Métrop.)",49.45,2.11,2000-01-01 01:01:00
"69",200001,"LFPG","LC","I","A",22,3146,4573,0.002,0.002,0.004,0,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"70",200001,"LFPG","LC","I","B",76,11279,11279,0.107,0.417,0.063,0.017,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"71",200001,"LFPG","LC","I","C",5800,1013129,1776428,23.909,114.325,30.612,3.795,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"72",200001,"LFPG","MC","I","A",6297,164509,173331,1.842,4.482,3.271,0.292,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"73",200001,"LFPG","MC","I","B",19780,1412253,1512316,24.165,88.115,6.824,3.836,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"74",200001,"LFPG","MC","I","C",1749,202844,341336,4.945,24.04,4.732,0.785,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"75",200001,"LFPG","LC","O","C",226,67814,77638,1.017,5.323,2.161,0.161,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"76",200001,"LFPG","CC","M","C",5,490,490,0.034,0.057,0.133,0.005,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"77",200001,"LFPG","CC","M","A",1221,43907,52817,0.253,0.55,0.398,0.04,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"78",200001,"LFPG","CC","M","B",4113,307248,392895,5.08,17.544,1.668,0.806,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"79",200001,"LFPG","CC","M","C",188,6014,24300,0.499,2.411,0.425,0.079,2000,1,"France (Métrop.)",49.01,2.55,2000-01-01 01:01:00
"80",200001,"LFPO","LC","I","A",2,9,9,0,0,0,0,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"81",200001,"LFPO","LC","I","B",7,604,604,0.01,0.041,0.003,0.002,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"82",200001,"LFPO","LC","I","C",330,97778,114030,1.342,7.228,1.945,0.213,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"83",200001,"LFPO","MC","I","A",316,6572,6676,0.075,0.225,0.146,0.012,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"84",200001,"LFPO","MC","I","B",2581,207352,227220,2.776,11.539,0.776,0.441,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"85",200001,"LFPO","MC","I","C",907,111798,150008,2.006,10.632,1.788,0.318,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"86",200001,"LFPO","LC","O","C",628,217905,242891,2.673,14.451,4.366,0.424,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"87",200001,"LFPO","CC","M","A",2994,86335,86498,0.448,1.077,0.872,0.071,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"88",200001,"LFPO","CC","M","B",12125,1196280,1206924,11.455,48.93,3.593,1.818,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"89",200001,"LFPO","CC","M","C",64,12344,14214,0.241,1.33,0.286,0.038,2000,1,"France (Métrop.)",48.72,2.38,2000-01-01 01:01:00
"90",200001,"LFRS","LC","I","B",30,4969,4969,0.032,0.164,0.009,0.005,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"91",200001,"LFRS","LC","I","C",16,2942,3919,0.05,0.274,0.161,0.008,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"92",200001,"LFRS","MC","I","A",406,8997,9939,0.116,0.324,0.113,0.018,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"93",200001,"LFRS","MC","I","B",168,13451,16671,0.17,0.678,0.089,0.027,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"94",200001,"LFRS","MC","I","C",6,982,982,0.007,0.025,0.006,0.001,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"95",200001,"LFRS","LC","O","C",26,6440,6481,0.084,0.516,0.14,0.013,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"96",200001,"LFRS","CC","M","A",348,15061,15085,0.026,0.058,0.056,0.004,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"97",200001,"LFRS","CC","M","B",223,13930,18405,0.14,0.583,0.042,0.022,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"98",200001,"LFRS","CC","M","C",11,2411,2416,0.03,0.204,0.026,0.005,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"99",200001,"LFRS","CC","M","A",1658,37495,37606,0.402,1.083,0.321,0.064,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"100",200001,"LFRS","CC","M","B",304,20693,20948,0.212,0.714,0.082,0.034,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"101",200001,"LFRS","CC","M","C",2,75,231,0.007,0.047,0.01,0.001,2000,1,"France (Métrop.)",47.16,-1.61,2000-01-01 01:01:00
"102",200001,"LFSB","LC","I","A",2,7,7,0,0.001,0,0,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"103",200001,"LFSB","LC","I","B",1,83,83,0.002,0.01,0.001,0,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"104",200001,"LFSB","LC","I","C",108,12587,33594,0.316,2.017,0.183,0.05,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"105",200001,"LFSB","MC","I","A",5184,96065,102905,0.951,1.713,1.715,0.151,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"106",200001,"LFSB","MC","I","B",730,44975,54270,0.81,3.542,0.345,0.129,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"107",200001,"LFSB","MC","I","C",46,1964,6586,0.114,0.615,0.099,0.018,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"108",200001,"LFSB","CC","M","A",18,15,161,0.001,0.001,0.001,0,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"109",200001,"LFSB","CC","M","B",687,54063,57551,0.639,2.936,0.126,0.101,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"110",200001,"LFSB","CC","M","C",1,0,0,0.002,0.007,0.003,0,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"111",200001,"LFSB","CC","M","A",984,12723,12841,0.152,0.277,0.285,0.024,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"112",200001,"LFSB","CC","M","B",62,1012,3411,0.059,0.231,0.017,0.009,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"113",200001,"LFSB","CC","M","C",7,0,1357,0.03,0.196,0.051,0.005,2000,1,"France (Métrop.)",47.59,7.53,2000-01-01 01:01:00
"114",200002,"LFBD","LC","I","B",9,1416,1416,0.009,0.044,0.003,0.001,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"115",200002,"LFBD","LC","I","C",27,3584,4993,0.058,0.294,0.136,0.009,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"116",200002,"LFBD","MC","I","A",532,16380,16518,0.092,0.263,0.096,0.015,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"117",200002,"LFBD","MC","I","B",344,21627,23524,0.202,0.734,0.12,0.032,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"118",200002,"LFBD","MC","I","C",3,0,200,0.007,0.02,0.022,0.001,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"119",200002,"LFBD","LC","O","C",7,1559,1562,0.021,0.122,0.037,0.003,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"120",200002,"LFBD","CC","M","A",17,789,789,0,0.001,0,0,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"121",200002,"LFBD","CC","M","B",1296,128942,137920,1.085,4.71,0.213,0.172,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"122",200002,"LFBD","CC","M","C",27,3038,3040,0.057,0.331,0.042,0.009,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"123",200002,"LFBD","CC","M","A",1280,28823,29436,0.358,1.095,0.286,0.057,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"124",200002,"LFBD","CC","M","B",393,27214,28623,0.402,1.387,0.103,0.064,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"125",200002,"LFBD","CC","M","C",8,266,266,0.025,0.171,0.055,0.004,2000,2,"France (Métrop.)",44.83,-0.72,2000-02-01 01:01:00
"126",200002,"LFBO","LC","I","B",16,2673,2673,0.017,0.088,0.005,0.003,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"127",200002,"LFBO","LC","I","C",3,566,756,0.012,0.088,0.009,0.002,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"128",200002,"LFBO","MC","I","A",1179,36822,37635,0.143,0.325,0.206,0.023,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"129",200002,"LFBO","MC","I","B",680,60583,61329,0.535,2.333,0.194,0.085,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"130",200002,"LFBO","MC","I","C",155,18984,32032,0.322,1.836,0.178,0.051,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"131",200002,"LFBO","LC","O","B",1,88,88,0.001,0.002,0,0,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"132",200002,"LFBO","LC","O","C",28,8309,8402,0.098,0.637,0.131,0.016,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"133",200002,"LFBO","CC","M","A",99,515,4019,0.01,0.018,0.018,0.002,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"134",200002,"LFBO","CC","M","B",2542,244296,254392,2.154,9.117,0.624,0.342,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"135",200002,"LFBO","CC","M","C",90,1860,14655,0.19,1.069,0.038,0.03,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"136",200002,"LFBO","CC","M","A",1963,47408,47876,0.415,1.126,0.481,0.066,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"137",200002,"LFBO","CC","M","B",317,16821,20040,0.195,0.713,0.082,0.031,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"138",200002,"LFBO","CC","M","C",52,2807,7629,0.116,0.647,0.154,0.018,2000,2,"France (Métrop.)",43.64,1.37,2000-02-01 01:01:00
"139",200002,"LFLL","LC","I","C",11,2912,2953,0.028,0.158,0.035,0.004,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"140",200002,"LFLL","MC","I","A",3091,79555,82728,0.792,1.879,0.599,0.126,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"141",200002,"LFLL","MC","I","B",1585,116850,126670,1.555,5.698,0.703,0.247,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"142",200002,"LFLL","MC","I","C",246,44234,44389,0.492,2.788,0.273,0.078,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"143",200002,"LFLL","LC","O","C",26,7137,7651,0.091,0.555,0.145,0.014,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"144",200002,"LFLL","CC","M","A",20,62,147,0.002,0.003,0.003,0,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"145",200002,"LFLL","CC","M","B",695,56792,61158,0.701,2.68,0.225,0.111,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"146",200002,"LFLL","CC","M","C",55,2746,9495,0.124,0.74,0.192,0.02,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"147",200002,"LFLL","CC","M","A",2741,66842,68652,0.627,1.688,0.955,0.099,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"148",200002,"LFLL","CC","M","B",1248,82884,87407,0.877,2.989,0.319,0.139,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"149",200002,"LFLL","CC","M","C",15,1605,1778,0.033,0.195,0.059,0.005,2000,2,"France (Métrop.)",45.73,5.08,2000-02-01 01:01:00
"150",200002,"LFML","LC","I","B",43,5395,5395,0.049,0.21,0.024,0.008,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"151",200002,"LFML","LC","I","C",58,5155,12529,0.155,0.676,0.699,0.025,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"152",200002,"LFML","MC","I","A",1420,38139,38622,0.39,0.988,0.425,0.062,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"153",200002,"LFML","MC","I","B",887,77257,79802,0.91,3.317,0.434,0.144,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"154",200002,"LFML","MC","I","C",96,6560,8083,0.197,0.973,0.238,0.031,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"155",200002,"LFML","LC","O","C",27,7617,7849,0.083,0.431,0.062,0.013,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"156",200002,"LFML","CC","M","A",69,3973,4498,0.003,0.006,0.007,0.001,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"157",200002,"LFML","CC","M","B",2308,231433,248346,2.453,10.145,0.773,0.389,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"158",200002,"LFML","CC","M","C",83,5358,12724,0.217,1.152,0.135,0.034,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"159",200002,"LFML","CC","M","A",1754,43793,48384,0.466,1.203,0.556,0.074,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"160",200002,"LFML","CC","M","B",859,52358,61834,0.39,1.413,0.181,0.062,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"161",200002,"LFML","CC","M","C",70,3266,5199,0.182,1.177,0.276,0.029,2000,2,"France (Métrop.)",43.44,5.22,2000-02-01 01:01:00
"162",200002,"LFMN","LC","I","A",2,10,10,0,0,0,0,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"163",200002,"LFMN","LC","I","C",61,8387,10237,0.171,1.002,0.097,0.027,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"164",200002,"LFMN","MC","I","A",6349,77453,78065,1.149,2.683,2.775,0.182,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"165",200002,"LFMN","MC","I","B",1659,135520,138644,1.67,6.267,0.613,0.265,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"166",200002,"LFMN","MC","I","C",251,33535,35137,0.495,3.361,0.061,0.079,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"167",200002,"LFMN","CC","M","A",21,706,706,0.003,0.006,0.001,0,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"168",200002,"LFMN","CC","M","B",2407,261931,268806,2.394,10.757,0.701,0.38,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"169",200002,"LFMN","CC","M","C",13,1233,1244,0.048,0.284,0.01,0.008,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"170",200002,"LFMN","CC","M","A",4083,91700,93253,0.997,2.52,1.755,0.158,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"171",200002,"LFMN","CC","M","B",171,10713,10741,0.034,0.134,0.013,0.005,2000,2,"France (Métrop.)",43.67,7.22,2000-02-01 01:01:00
"172",200002,"LFOB","LC","I","C",2,0,118,0.003,0.005,0.035,0.001,2000,2,"France (Métrop.)",49.45,2.11,2000-02-01 01:01:00
"173",200002,"LFOB","MC","I","B",290,23298,23353,0.366,1.071,0.375,0.058,2000,2,"France (Métrop.)",49.45,2.11,2000-02-01 01:01:00
"174",200002,"LFOB","MC","I","C",2,0,0,0.007,0.017,0.082,0.001,2000,2,"France (Métrop.)",49.45,2.11,2000-02-01 01:01:00
"175",200002,"LFPG","LC","I","A",17,2199,4127,0.002,0.004,0.007,0,2000,2,"France (Métrop.)",49.01,2.55,2000-02-01 01:01:00
"176",200002,"LFPG","LC","I","B",68,9772,9832,0.102,0.407,0.061,0.016,2000,2,"France (Métrop.)",49.01,2.55,2000-02-01 01:01:00
"177",200002,"LFPG","LC","I","C",5501,990173,1822859,22.905,110.113,29.403,3.636,2000,2,"France (Métrop.)",49.01,2.55,2000-02-01 01:01:00
